LCOS,Cycle Length,Permeability_mD,CG_Ratio,H2_Cost_per_kg,PSA_Cost,Predicted_RF,Reservoir_Pressure,Porosity,Wells No.,H2_Target_TWh,Source_File
31.554643288703897,360,29.841812748168405,0.04035979859181455,3.0,0.41956259903528265,0.8872780840123891,276.35278069260704,0.1343711963798523,340,200,optimal_plan_CL360_TWh200_Low_H23.0.xlsx
67.85918649417698,360,27.195312640523273,0.44972011522884053,4.0,1.8452846351386927,0.9140976900681136,279.3535597532069,0.13392184617094346,332,200,optimal_plan_CL360_TWh200_Med_H24.0.xlsx
43.33562744976848,14,37.828899486643444,4.219538767439937,5.0,1.3981693537174607,0.9695131974337723,254.67926722242092,0.14151170745893038,280,5,optimal_plan_CL14_TWh5_ Med_H25.0.xlsx
87.16272795028915,180,15.471247239513644,1.8854796139812768,5.0,2.7771587691289965,0.9713098751725593,299.40450799389157,0.1294609024622662,194,50,optimal_plan_CL180_TWh50_High_H25.0.xlsx
55.67424031470225,180,17.680262124634496,1.4529073559906063,4.0,1.469445339929248,0.9602277449129363,289.54731631258807,0.12556297583459738,192,50,optimal_plan_CL180_TWh50_Med_H24.0.xlsx
63.95095050404445,360,26.76557948617011,0.6576981531474321,3.0,1.752295327098704,0.9243952537085895,277.7929978688827,0.13133192089845735,331,200,optimal_plan_CL360_TWh200_Med_H23.0.xlsx
104.16226206638557,360,26.805088479601803,0.8739791410819158,4.0,3.373234719342406,0.9319887910551928,278.51104825476904,0.1313871481461128,329,200,optimal_plan_CL360_TWh200_High_H24.0.xlsx
23.8887341917196,60,22.38625436248333,0.9020932347045897,3.0,0.35760266364560245,0.9194865363415056,281.95420293998376,0.12980378579501356,134,15,optimal_plan_CL60_TWh15_ Low_H23.0.xlsx
70.03167578763154,14,40.112090843004765,4.446144034414368,5.0,2.7895255003175916,0.9700095097419238,254.67377185628482,0.1400401848202041,295,5,optimal_plan_CL14_TWh5_ High_H25.0.xlsx
79.18837654806731,60,34.69139782809874,3.2027194677178215,5.0,2.9101792880187345,0.9613641912405595,257.03394675679107,0.13137953806202377,145,15,optimal_plan_CL60_TWh15_High_H25.0.xlsx
75.60124252047616,60,34.11356305841987,3.884341326122923,3.0,2.856070800843359,0.9651886080537808,257.0500359578611,0.1383602721491417,184,15,optimal_plan_CL60_TWh15_High_H23.0.xlsx
69.52322206459895,14,43.11560614198016,4.482460382276758,4.0,2.7887115907675892,0.9700668227085456,251.8582576608607,0.1408241995291622,294,5,optimal_plan_CL14_TWh5_ High_H24.0.xlsx
27.01340161803126,180,19.553530101311438,0.28837318926286276,3.0,0.38335100857339244,0.905843448925267,279.50036708773143,0.12405440939927838,163,50,optimal_plan_CL180_TWh50_Low_H23.0.xlsx
69.00643219663775,14,42.77765919029519,4.4836849955177005,3.0,2.7886912653879197,0.9700692540824148,252.12326285697569,0.1406095449575585,295,5,optimal_plan_CL14_TWh5_ High_H23.0.xlsx
66.52694131887098,360,20.391456305744146,0.34477711470874206,4.0,1.8417842480192617,0.914321990528248,285.3678628397797,0.13033417542318473,242,150,optimal_plan_CL360_TWh150_Med_H24.0.xlsx
83.64052160628923,180,16.846635864842504,2.0778533688790963,4.0,2.7241455813352387,0.9751763093981292,296.89068895577765,0.1315042905934605,186,50,optimal_plan_CL180_TWh50_High_H24.0.xlsx
21.63495670595059,14,28.692946556497013,2.994896218023292,5.0,0.2908866544788082,0.9614948437603834,269.4445443109782,0.14289032062587012,202,5,optimal_plan_CL14_TWh5_ Low_H25.0.xlsx
25.366054075487966,60,19.037067442788725,0.6932959128573032,5.0,0.3718122814452305,0.9115198363227855,296.0190916769248,0.12716283339115156,131,15,optimal_plan_CL60_TWh15_ Low_H25.0.xlsx
97.62316875673551,360,27.809891863186188,1.0162380492409815,3.0,3.235692039584071,0.9404131882023856,278.5583534129799,0.12787405490578255,211,150,optimal_plan_CL360_TWh150_High_H23.0.xlsx
36.32875881335166,360,21.39978298579015,0.025096432897286677,5.0,0.4102692244525621,0.8915785108624973,284.5487312026073,0.13268428341957608,252,150,optimal_plan_CL360_TWh150_Low_H25.0.xlsx
33.27951965473335,360,19.185499066620483,0.015205808186757697,4.0,0.4009381069606908,0.8959903875082553,291.43494435924845,0.1314173708819137,154,100,optimal_plan_CL360_TWh100_Low_H24.0.xlsx
99.28773597599826,360,27.31193462368185,1.1645143019804218,3.0,3.254872868108138,0.939323471259634,275.4391080165813,0.1316796201426226,330,200,optimal_plan_CL360_TWh200_High_H23.0.xlsx
49.24615966542912,60,38.356882441073054,2.8253294221694065,4.0,1.475951034514484,0.9584790674902629,250.56784554382415,0.13512747460004182,124,15,optimal_plan_CL60_TWh15_ Med_H24.0.xlsx
61.46171739528669,360,20.66098954233691,0.5891075650130448,3.0,1.678474815775761,0.9334856755810732,290.8113904624714,0.12001517875857019,145,100,optimal_plan_CL360_TWh100_Med_H23.0.xlsx
79.83487716574096,180,18.58847861359523,2.413994221285281,3.0,2.655450231945964,0.9803243812327872,301.7674130589631,0.13135015448080462,176,50,optimal_plan_CL180_TWh50_High_H23.0.xlsx
29.827189789396297,180,22.393181813425542,0.055257225442453956,5.0,0.4188012974862703,0.8873336060424334,286.7771163339727,0.12890963302189892,144,50,optimal_plan_CL180_TWh50_Low_H25.0.xlsx
104.11267253334428,360,23.66909005696902,0.7026708774498693,5.0,3.279908886064332,0.9380398940957094,284.27170587957,0.11925368230644652,144,100,optimal_plan_CL360_TWh100_High_H25.0.xlsx
21.256374169878146,14,29.299938135486958,3.0615908801949407,4.0,0.28994458112253857,0.962155915664477,267.9696554342144,0.14316855004807016,203,5,optimal_plan_CL14_TWh5_ Low_H24.0.xlsx
106.5759600450914,360,25.256957645179742,0.7214840651373322,5.0,3.371041113453583,0.9321879694084693,279.7603568446241,0.12768264467873044,226,150,optimal_plan_CL360_TWh150_High_H25.0.xlsx
35.84204176866192,360,19.139797585505693,0.013960990913580277,5.0,0.4013911832506436,0.8957554224772726,292.12236235850565,0.13126183745021988,155,100,optimal_plan_CL360_TWh100_Low_H25.0.xlsx
65.06304204453649,360,19.273500637810983,0.3325578375163582,4.0,1.7859482308860557,0.920558442359528,293.62205215745365,0.12345122245663184,145,100,optimal_plan_CL360_TWh100_Med_H24.0.xlsx
