flow_rate_sm3_day,flow_rate_cap_sm3_day,low_permeability_flow_cap,cycle_length_days,cg_ratio,cg_type,permeability_md,porosity,pressure_mpa,temperature_c,top_depth_m,mean_depth_m,reservoir_stratum,reservoir_cluster,representative_id,source_row_index,source_field_name
544506.5623511241,1500000.0,False,16.164372417844305,2.0854277360681412,CO2,350.0,0.14,10.3,45.7819,1022.34,1421.13,2,2,2,23,Bunter Sandstone Formation Zone 1
141475.6434936102,1500000.0,False,180.74956007934352,0.47679639003803775,CH4,470.0,0.22,23.88,79.71,2241.0,3300.75,3,0,0,147,Statfjord_009_24
1433400.8696931212,1500000.0,False,229.38255826088005,3.3520911688118433,CH4,250.0,0.15,8.1,36.0,800.0,2099.42,1,15,15,131,Orrin_012_26
63327.49957226481,1500000.0,False,105.44138652782249,1.8522499256238885,H2,350.0,0.14,10.3,45.7819,1022.34,1421.13,2,2,2,23,Bunter Sandstone Formation Zone 1
50122.882216308615,1500000.0,False,223.9536925674919,3.2212689034609463,H2,100.0,0.14,0.7,12.2771,65.06,1591.16,0,16,16,25,Bunter Sandstone Formation Zone 4
298656.3823731771,1500000.0,False,312.8116326188789,3.577644343756033,H2,100.0,0.14,0.7,12.2771,65.06,1591.16,0,16,16,25,Bunter Sandstone Formation Zone 4
53512.657728762984,1500000.0,False,278.8289113135091,0.793650916929101,H2,470.0,0.22,23.88,79.71,2241.0,3300.75,3,0,0,147,Statfjord_009_24
897857.6462080257,1500000.0,False,56.87550411210259,3.5884960831766373,CH4,100.0,0.21,13.5,56.88215,1339.49,1457.1,0,3,3,14,Bunter Closure 4
21494.975273193697,1500000.0,False,263.91037924164414,2.9920530520127104,CH4,100.0,0.14,13.7,57.56,1358.94,1539.84,0,1,1,22,Bunter Closure 7
506795.83231061086,1500000.0,False,294.7564316992088,1.732333903667708,CO2,271.0,0.22,11.5,49.23,1080.0,1449.75,1,12,12,9,Bunter Closure 35
205966.959574611,1500000.0,False,33.54906664946938,3.5309417374957586,N2,100.0,0.21,13.5,56.88215,1339.49,1457.1,0,3,3,14,Bunter Closure 4
29105.390984483758,1500000.0,False,237.9928595799912,3.605446748043135,CH4,271.0,0.22,11.5,49.23,1080.0,1449.75,1,12,12,9,Bunter Closure 35
456429.02437251754,1500000.0,False,81.06830820003125,0.23472038959096578,N2,100.0,0.16,8.9,41.12,889.06,1067.15,0,9,9,17,Bunter Closure 42
243072.73053881584,1500000.0,False,95.80210565112317,3.8563995112430045,CO2,1600.0,0.23,29.7,81.29,2094.0,2196.3,3,14,14,54,Fulmar_021_16
238863.78287069857,1500000.0,False,277.12558067812296,3.4345752475129614,H2,100.0,0.14,13.7,57.56,1358.94,1539.84,0,1,1,22,Bunter Closure 7
14366.42711346275,1500000.0,False,271.60574187456217,2.5884029384926186,H2,100.0,0.19,7.3,35.22,720.61,1102.04,0,5,5,16,Bunter Closure 41
20805.455914330854,1500000.0,False,290.7637677295162,3.4640655382680188,N2,1600.0,0.23,34.8,95.01,2260.0,2375.5,3,4,4,55,Fulmar_021_18
76830.28139080941,1500000.0,False,213.60668300540158,2.2295801577508962,CO2,1600.0,0.23,34.8,95.01,2260.0,2375.5,3,4,4,55,Fulmar_021_18
301974.5834077023,1500000.0,False,315.6028324870333,3.6260919142985073,N2,306.6,0.18,29.1,86.3,2034.0,2167.5,1,8,8,59,Fulmar_021_28
382331.33815666265,1500000.0,False,342.8436031110958,2.538241739719828,CH4,1600.0,0.23,34.8,95.01,2260.0,2375.5,3,4,4,55,Fulmar_021_18
10252.77845787027,1500000.0,False,336.98522539850956,3.1166455920965777,CH4,100.0,0.21,13.5,56.88215,1339.49,1457.1,0,3,3,14,Bunter Closure 4
1195438.0336674848,1500000.0,False,228.5716615718233,3.556734746654152,CO2,271.0,0.22,11.5,49.23,1080.0,1449.75,1,12,12,9,Bunter Closure 35
932445.5964787451,1500000.0,False,221.70368347314476,1.871266210567528,H2,271.0,0.22,11.5,49.23,1080.0,1449.75,1,12,12,9,Bunter Closure 35
425758.57762426767,1500000.0,False,304.16782654768315,2.330696722286319,CO2,100.0,0.14,13.7,57.56,1358.94,1539.84,0,1,1,22,Bunter Closure 7
917800.4969069576,1500000.0,False,340.2007641164444,1.5104175212219264,N2,100.0,0.14,0.7,12.2771,65.06,1591.16,0,16,16,25,Bunter Sandstone Formation Zone 4
34378.26660448821,1500000.0,False,33.75383745821992,3.422026556982191,CO2,330.0,0.14,17.3,60.43,1589.0,2504.62,2,13,13,129,Nansen_210_25
213236.35445740834,1500000.0,False,75.6851873119723,3.8857987797951865,CO2,100.0,0.14,13.7,57.56,1358.94,1539.84,0,1,1,22,Bunter Closure 7
86122.33411910394,1500000.0,False,115.59096842184735,3.714602107621206,H2,500.0,0.23,30.9,94.54,2248.0,2848.65,3,17,17,86,Fulmar_030_29
518979.4790800594,1500000.0,False,301.67782926963724,2.307663367720394,CO2,306.6,0.18,29.1,86.3,2034.0,2167.5,1,8,8,59,Fulmar_021_28
958390.822247346,1500000.0,False,249.20304842712315,1.3231195161369025,CH4,100.0,0.21,13.5,56.88215,1339.49,1457.1,0,3,3,14,Bunter Closure 4
33873.181976484215,1500000.0,False,282.4269143338464,0.3494360707065759,CH4,100.0,0.14,0.7,12.2771,65.06,1591.16,0,16,16,25,Bunter Sandstone Formation Zone 4
707589.6369529805,1500000.0,False,326.1094273531151,0.1625165782339119,CH4,350.0,0.16,13.3,56.29345,1322.67,1847.3,2,19,19,24,Bunter Sandstone Formation Zone 2
518392.6334929675,1500000.0,False,154.11915686481342,3.95299913909342,CH4,100.0,0.14,13.7,57.56,1358.94,1539.84,0,1,1,22,Bunter Closure 7
17075.051992746925,1500000.0,False,265.70635209375007,3.368512500004514,CO2,306.6,0.18,29.1,86.3,2034.0,2167.5,1,8,8,59,Fulmar_021_28
139720.2933881055,1500000.0,False,194.1878045969763,1.7956436127836695,H2,500.0,0.23,30.9,94.54,2248.0,2848.65,3,17,17,86,Fulmar_030_29
1310331.1991677666,1500000.0,False,28.298193844919368,3.08532710986433,CO2,1600.0,0.23,50.7,106.88,2472.0,2840.34,3,10,10,58,Fulmar_021_25
165024.44481086617,1500000.0,False,66.00930437165061,3.1606090040040122,H2,330.0,0.14,17.3,60.43,1589.0,2504.62,2,13,13,129,Nansen_210_25
13561.675679265974,100000.0,True,206.3633004896033,1.8100400677937625,CO2,50.0,0.15,14.1,59.11375,1403.25,1660.17,0,18,18,11,Bunter Closure 37
824108.7383167255,1500000.0,False,344.10666175544225,0.5161551389524616,CO2,1600.0,0.23,29.7,81.29,2094.0,2196.3,3,14,14,54,Fulmar_021_16
41723.00086152327,1500000.0,False,124.7473611541434,1.5628414464451257,H2,100.0,0.14,13.7,57.56,1358.94,1539.84,0,1,1,22,Bunter Closure 7
36688.043584380415,1500000.0,False,258.8170184963889,0.8033123090072315,H2,250.0,0.15,8.1,36.0,800.0,2099.42,1,15,15,131,Orrin_012_26
62325.40117328412,1500000.0,False,310.79236266062617,0.9214715518659774,N2,100.0,0.29,7.3,35.36275,724.65,1297.48,0,7,7,3,Bunter Closure 1
210702.80181479658,1500000.0,False,211.1442749371862,2.4719399437376,H2,470.0,0.22,23.88,79.71,2241.0,3300.75,3,0,0,147,Statfjord_009_24
19309.94991005809,1500000.0,False,113.1241473933521,0.009286609070125405,N2,100.0,0.29,7.3,35.36275,724.65,1297.48,0,7,7,3,Bunter Closure 1
487578.7657572709,1500000.0,False,161.57841619736948,3.7430743666615243,CO2,1600.0,0.23,29.7,81.29,2094.0,2196.3,3,14,14,54,Fulmar_021_16
24059.934351084263,1500000.0,False,144.57297612046165,2.1504592734141528,CH4,250.0,0.15,8.1,36.0,800.0,2099.42,1,15,15,131,Orrin_012_26
286623.0188946102,1500000.0,False,131.63919416655216,0.6910426517922411,CO2,306.6,0.18,29.1,86.3,2034.0,2167.5,1,8,8,59,Fulmar_021_28
88933.99813581615,1500000.0,False,58.23946355583581,0.9434428749072687,CO2,470.0,0.22,23.88,79.71,2241.0,3300.75,3,0,0,147,Statfjord_009_24
111757.17019862932,1500000.0,False,201.58090194232503,2.301834942781833,CO2,100.0,0.21,13.5,56.88215,1339.49,1457.1,0,3,3,14,Bunter Closure 4
91692.43253642129,1500000.0,False,83.73425581342518,0.30310524158095453,N2,250.0,0.15,8.1,36.0,800.0,2099.42,1,15,15,131,Orrin_012_26
26214.307219775976,1500000.0,False,293.9741978212343,0.9646120368425628,CH4,500.0,0.23,30.9,94.54,2248.0,2848.65,3,17,17,86,Fulmar_030_29
11328.571841738525,1500000.0,False,234.07646216334564,2.9305106966750785,H2,250.0,0.15,8.1,36.0,800.0,2099.42,1,15,15,131,Orrin_012_26
72258.93007991368,1500000.0,False,339.0315865121193,0.28800462472620647,CH4,271.0,0.22,11.5,49.23,1080.0,1449.75,1,12,12,9,Bunter Closure 35
77615.72001235145,1500000.0,False,88.34517024095348,3.8501772536082504,N2,1600.0,0.23,50.7,106.88,2472.0,2840.34,3,10,10,58,Fulmar_021_25
11860.108578919846,1500000.0,False,289.6625348758844,3.6523103289132997,CH4,1600.0,0.23,29.7,81.29,2094.0,2196.3,3,14,14,54,Fulmar_021_16
12921.354415535196,1500000.0,False,283.53190375350107,3.3946218845502125,CH4,100.0,0.21,13.5,56.88215,1339.49,1457.1,0,3,3,14,Bunter Closure 4
42004.25870173855,100000.0,True,299.1612003600087,0.24934303939774413,CO2,50.0,0.15,14.1,59.11375,1403.25,1660.17,0,18,18,11,Bunter Closure 37
1242160.8221885494,1500000.0,False,187.803500469376,2.5334276345420728,CH4,1600.0,0.23,29.7,81.29,2094.0,2196.3,3,14,14,54,Fulmar_021_16
16381.366285320271,1500000.0,False,163.6654246174424,1.484069940428869,CO2,350.0,0.16,13.3,56.29345,1322.67,1847.3,2,19,19,24,Bunter Sandstone Formation Zone 2
55550.600642460464,1500000.0,False,199.92897609535285,1.7129674497627283,CH4,1600.0,0.23,34.8,95.01,2260.0,2375.5,3,4,4,55,Fulmar_021_18
38262.578484444355,1500000.0,False,195.71022508351766,3.5397292798938085,H2,306.6,0.18,41.4,100.47,2402.0,2759.0,1,6,6,61,Fulmar_021_30
42733.908164796885,1500000.0,False,129.0909294148171,0.09599585004667435,CO2,330.0,0.14,17.3,60.43,1589.0,2504.62,2,13,13,129,Nansen_210_25
511103.43515069474,1500000.0,False,92.08021403533286,3.1917212931977605,N2,1600.0,0.23,34.8,95.01,2260.0,2375.5,3,4,4,55,Fulmar_021_18
79875.79976624287,1500000.0,False,147.50416462317384,3.934655993211377,H2,100.0,0.23,0.2,8.8,20.46,617.17,0,11,11,143,Spilsby Sandstone Formation 1
161907.72194016704,1500000.0,False,172.74971771651838,1.4974150031203992,CO2,100.0,0.21,13.5,56.88215,1339.49,1457.1,0,3,3,14,Bunter Closure 4
21733.249384964914,1500000.0,False,43.61092168473563,1.711257951380604,H2,100.0,0.21,13.5,56.88215,1339.49,1457.1,0,3,3,14,Bunter Closure 4
44782.72557371506,1500000.0,False,174.24006611561333,0.42994038432540826,CO2,100.0,0.29,7.3,35.36275,724.65,1297.48,0,7,7,3,Bunter Closure 1
43300.86353302145,1500000.0,False,211.61006661971766,3.249997872096414,N2,1600.0,0.23,50.7,106.88,2472.0,2840.34,3,10,10,58,Fulmar_021_25
593838.1530295352,1500000.0,False,67.09373115316428,2.518246486268171,CO2,100.0,0.14,0.7,12.2771,65.06,1591.16,0,16,16,25,Bunter Sandstone Formation Zone 4
46235.65562584357,1500000.0,False,89.99045345097888,2.167048717215728,H2,306.6,0.18,29.1,86.3,2034.0,2167.5,1,8,8,59,Fulmar_021_28
399235.3198304283,1500000.0,False,200.60824346175448,1.4465972279083688,N2,100.0,0.21,13.5,56.88215,1339.49,1457.1,0,3,3,14,Bunter Closure 4
18834.641861210453,1500000.0,False,112.7022483503211,1.456076892341116,N2,306.6,0.18,29.1,86.3,2034.0,2167.5,1,8,8,59,Fulmar_021_28
26932.018297607105,1500000.0,False,125.86121504236306,3.1724101639423896,CO2,100.0,0.19,7.3,35.22,720.61,1102.04,0,5,5,16,Bunter Closure 41
144651.4131291468,1500000.0,False,81.47969089226403,1.3681952348333728,N2,100.0,0.21,13.5,56.88215,1339.49,1457.1,0,3,3,14,Bunter Closure 4
535019.7335112158,1500000.0,False,213.2330049233173,1.6222336166303284,N2,271.0,0.22,11.5,49.23,1080.0,1449.75,1,12,12,9,Bunter Closure 35
35470.86884973513,1500000.0,False,307.93506332569,3.8101221989537555,H2,250.0,0.15,8.1,36.0,800.0,2099.42,1,15,15,131,Orrin_012_26
66749.7298540692,1500000.0,False,332.32126204451976,2.8253716246012894,N2,1600.0,0.23,50.7,106.88,2472.0,2840.34,3,10,10,58,Fulmar_021_25
147110.85821110007,1500000.0,False,235.8133424089719,3.351604326902832,N2,330.0,0.14,17.3,60.43,1589.0,2504.62,2,13,13,129,Nansen_210_25
17597.716274501832,1500000.0,False,46.65269316291316,3.453918522757256,CO2,500.0,0.23,30.9,94.54,2248.0,2848.65,3,17,17,86,Fulmar_030_29
1186230.2463775834,1500000.0,False,57.69394695624953,1.8173871081227366,N2,100.0,0.29,7.3,35.36275,724.65,1297.48,0,7,7,3,Bunter Closure 1
75283.2437577208,1500000.0,False,39.70347062443831,3.973834425908039,H2,350.0,0.14,10.3,45.7819,1022.34,1421.13,2,2,2,23,Bunter Sandstone Formation Zone 1
69655.62013716671,100000.0,True,79.0650457677678,0.3794872389036222,CH4,50.0,0.15,14.1,59.11375,1403.25,1660.17,0,18,18,11,Bunter Closure 37
18488.019964658935,1500000.0,False,225.25561239393457,0.559991460279818,N2,100.0,0.21,13.5,56.88215,1339.49,1457.1,0,3,3,14,Bunter Closure 4
323060.2054543446,1500000.0,False,279.4300529286014,3.7308296738941715,CH4,350.0,0.14,10.3,45.7819,1022.34,1421.13,2,2,2,23,Bunter Sandstone Formation Zone 1
31604.76655036287,1500000.0,False,314.53303469879984,2.7562403524777013,H2,350.0,0.16,13.3,56.29345,1322.67,1847.3,2,19,19,24,Bunter Sandstone Formation Zone 2
851720.3027991517,1500000.0,False,44.93324955542246,3.3195241064625334,CH4,350.0,0.14,10.3,45.7819,1022.34,1421.13,2,2,2,23,Bunter Sandstone Formation Zone 1
12691.585659605998,1500000.0,False,177.15478852974138,2.990436107923344,CH4,250.0,0.15,8.1,36.0,800.0,2099.42,1,15,15,131,Orrin_012_26
162667.76400074258,1500000.0,False,284.8217072128856,3.7832067442352093,N2,1600.0,0.23,34.8,95.01,2260.0,2375.5,3,4,4,55,Fulmar_021_18
972851.5464320489,1500000.0,False,104.26124070794101,3.7905908936066153,H2,306.6,0.18,41.4,100.47,2402.0,2759.0,1,6,6,61,Fulmar_021_30
313736.1638229302,1500000.0,False,73.76808211587431,0.36543682237122155,CH4,306.6,0.18,29.1,86.3,2034.0,2167.5,1,8,8,59,Fulmar_021_28
819200.5219115586,1500000.0,False,189.46120017253014,3.1811410430119835,CO2,350.0,0.16,13.3,56.29345,1322.67,1847.3,2,19,19,24,Bunter Sandstone Formation Zone 2
129719.78956249426,1500000.0,False,194.68743948272606,0.20635687761862076,CH4,1600.0,0.23,34.8,95.01,2260.0,2375.5,3,4,4,55,Fulmar_021_18
995720.9154778835,1500000.0,False,18.26137403211447,0.6792013515425858,N2,350.0,0.14,10.3,45.7819,1022.34,1421.13,2,2,2,23,Bunter Sandstone Formation Zone 1
133889.905465617,1500000.0,False,207.67104084044607,1.4750434459495174,CH4,1600.0,0.23,29.7,81.29,2094.0,2196.3,3,14,14,54,Fulmar_021_16
1341795.7753462526,1500000.0,False,316.66562761281295,1.3139658278804969,H2,470.0,0.22,23.88,79.71,2241.0,3300.75,3,0,0,147,Statfjord_009_24
13531.617102734841,1500000.0,False,103.48670551012601,0.8080265823078467,N2,1600.0,0.23,34.8,95.01,2260.0,2375.5,3,4,4,55,Fulmar_021_18
64463.47160938748,1500000.0,False,362.61231199514134,2.381408506648499,CO2,100.0,0.14,0.7,12.2771,65.06,1591.16,0,16,16,25,Bunter Sandstone Formation Zone 4
33977.37092853947,1500000.0,False,123.10704360713468,2.697550472276442,N2,100.0,0.19,7.3,35.22,720.61,1102.04,0,5,5,16,Bunter Closure 41
1410057.4516133228,1500000.0,False,273.0529988309819,3.3080108836249895,H2,350.0,0.14,10.3,45.7819,1022.34,1421.13,2,2,2,23,Bunter Sandstone Formation Zone 1
158144.4022414979,1500000.0,False,24.550438920560893,3.9969541411102627,H2,306.6,0.18,29.1,86.3,2034.0,2167.5,1,8,8,59,Fulmar_021_28
378540.3267030669,1500000.0,False,266.3095036026309,2.478975579115618,H2,470.0,0.22,23.88,79.71,2241.0,3300.75,3,0,0,147,Statfjord_009_24
220509.33262061563,1500000.0,False,313.6183677576435,1.2231737321671434,CH4,100.0,0.14,13.7,57.56,1358.94,1539.84,0,1,1,22,Bunter Closure 7
354780.33507192775,1500000.0,False,326.67828952137853,2.669130617667777,CO2,1600.0,0.23,34.8,95.01,2260.0,2375.5,3,4,4,55,Fulmar_021_18
28238.939187976903,1500000.0,False,264.3110736594115,3.018934806542842,H2,470.0,0.22,23.88,79.71,2241.0,3300.75,3,0,0,147,Statfjord_009_24
273236.644900396,1500000.0,False,131.9831887070008,2.7648680641637546,CO2,306.6,0.18,41.4,100.47,2402.0,2759.0,1,6,6,61,Fulmar_021_30
861565.321897021,1500000.0,False,99.32736535686995,0.02745652615657206,CO2,100.0,0.23,0.2,8.8,20.46,617.17,0,11,11,143,Spilsby Sandstone Formation 1
786215.6095310126,1500000.0,False,292.23155510630863,2.0515648078129622,H2,271.0,0.22,11.5,49.23,1080.0,1449.75,1,12,12,9,Bunter Closure 35
16784.858265923303,1500000.0,False,227.86729697435464,1.228971257699522,H2,100.0,0.21,13.5,56.88215,1339.49,1457.1,0,3,3,14,Bunter Closure 4
333312.7999062477,1500000.0,False,159.1974240320454,2.002215089582837,N2,271.0,0.22,11.5,49.23,1080.0,1449.75,1,12,12,9,Bunter Closure 35
12543.154681841823,1500000.0,False,169.69339364126276,0.24349862071540113,H2,100.0,0.23,0.2,8.8,20.46,617.17,0,11,11,143,Spilsby Sandstone Formation 1
866533.100912329,1500000.0,False,147.19928950163353,3.7693856809446102,CO2,306.6,0.18,29.1,86.3,2034.0,2167.5,1,8,8,59,Fulmar_021_28
1357953.6475086291,1500000.0,False,219.26662904059017,2.7226484187280677,H2,271.0,0.22,11.5,49.23,1080.0,1449.75,1,12,12,9,Bunter Closure 35
578635.5331742351,1500000.0,False,68.09224503650262,1.1008601221258805,CH4,100.0,0.14,13.7,57.56,1358.94,1539.84,0,1,1,22,Bunter Closure 7
15092.830078082814,1500000.0,False,92.91955777762533,0.8719630496092534,CH4,1600.0,0.23,34.8,95.01,2260.0,2375.5,3,4,4,55,Fulmar_021_18
483199.96337330213,1500000.0,False,59.15234599841972,0.19549865588934454,CH4,500.0,0.23,30.9,94.54,2248.0,2848.65,3,17,17,86,Fulmar_030_29
20162.17139392192,1500000.0,False,193.1900911072219,3.3211828373034464,H2,100.0,0.21,13.5,56.88215,1339.49,1457.1,0,3,3,14,Bunter Closure 4
306397.99687770073,1500000.0,False,111.2510382768692,0.783956215129323,H2,100.0,0.23,0.2,8.8,20.46,617.17,0,11,11,143,Spilsby Sandstone Formation 1
70730.0769263334,1500000.0,False,17.277837321144233,1.8329698910417396,CO2,1600.0,0.23,50.7,106.88,2472.0,2840.34,3,10,10,58,Fulmar_021_25
342528.5697432902,1500000.0,False,76.08131530673724,0.3258372656944054,CH4,250.0,0.15,8.1,36.0,800.0,2099.42,1,15,15,131,Orrin_012_26
203848.73854769365,1500000.0,False,141.22001465182632,2.06002727616923,N2,306.6,0.18,29.1,86.3,2034.0,2167.5,1,8,8,59,Fulmar_021_28
15930.070029483999,1500000.0,False,315.88427800065585,3.0962913607022227,H2,100.0,0.14,13.7,57.56,1358.94,1539.84,0,1,1,22,Bunter Closure 7
35017.78853309723,100000.0,True,223.06429827647895,3.8352458184455873,N2,50.0,0.15,14.1,59.11375,1403.25,1660.17,0,18,18,11,Bunter Closure 37
985893.3061902109,1500000.0,False,328.2331263166128,3.9831911506725155,H2,100.0,0.19,7.3,35.22,720.61,1102.04,0,5,5,16,Bunter Closure 41
73604.95390431203,1500000.0,False,229.87780198694378,2.5954848585571266,H2,271.0,0.22,11.5,49.23,1080.0,1449.75,1,12,12,9,Bunter Closure 35
1067074.556698937,1500000.0,False,34.63373757579316,3.236600164914671,CO2,350.0,0.14,10.3,45.7819,1022.34,1421.13,2,2,2,23,Bunter Sandstone Formation Zone 1
71741.37837540048,1500000.0,False,126.72883125655686,2.887052807334571,N2,1600.0,0.23,50.7,106.88,2472.0,2840.34,3,10,10,58,Fulmar_021_25
17215.1629951138,1500000.0,False,247.8799227655527,1.893724822923413,CO2,100.0,0.14,13.7,57.56,1358.94,1539.84,0,1,1,22,Bunter Closure 7
17828.073164622623,1500000.0,False,337.71021735205295,0.33580823715577635,CO2,100.0,0.14,0.7,12.2771,65.06,1591.16,0,16,16,25,Bunter Sandstone Formation Zone 4
886161.0194585316,1500000.0,False,145.6504996482936,1.8424789858433723,H2,1600.0,0.23,50.7,106.88,2472.0,2840.34,3,10,10,58,Fulmar_021_25
18770.523634232155,1500000.0,False,109.00283181996181,2.6289861279370013,N2,470.0,0.22,23.88,79.71,2241.0,3300.75,3,0,0,147,Statfjord_009_24
21072.736139969486,1500000.0,False,222.46585330306928,3.2123061824225236,N2,100.0,0.14,0.7,12.2771,65.06,1591.16,0,16,16,25,Bunter Sandstone Formation Zone 4
100712.00230419335,1500000.0,False,262.3575428651958,0.10288301076656704,N2,271.0,0.22,11.5,49.23,1080.0,1449.75,1,12,12,9,Bunter Closure 35
10081.65677355283,1500000.0,False,149.24441296319952,2.07922551880556,CH4,100.0,0.21,13.5,56.88215,1339.49,1457.1,0,3,3,14,Bunter Closure 4
223566.05040103133,1500000.0,False,185.70569416882995,0.665528243179946,N2,1600.0,0.23,34.8,95.01,2260.0,2375.5,3,4,4,55,Fulmar_021_18
54403.91919705347,1500000.0,False,334.0553238334381,1.38678664425652,CO2,100.0,0.29,7.3,35.36275,724.65,1297.48,0,7,7,3,Bunter Closure 1
165642.1108215346,1500000.0,False,354.7267674273553,0.8925677910291407,CH4,100.0,0.23,0.2,8.8,20.46,617.17,0,11,11,143,Spilsby Sandstone Formation 1
94921.57672406457,1500000.0,False,40.650798982022835,0.5237231939896858,CH4,500.0,0.23,30.9,94.54,2248.0,2848.65,3,17,17,86,Fulmar_030_29
200138.5158828805,1500000.0,False,116.5209873167677,2.367676806169263,N2,470.0,0.22,23.88,79.71,2241.0,3300.75,3,0,0,147,Statfjord_009_24
27874.240445696854,1500000.0,False,295.29016106357875,1.4647760867727508,CO2,100.0,0.23,0.2,8.8,20.46,617.17,0,11,11,143,Spilsby Sandstone Formation 1
707100.6274040254,1500000.0,False,289.9310163803882,1.801300194049698,CH4,100.0,0.16,8.9,41.12,889.06,1067.15,0,9,9,17,Bunter Closure 42
119902.9488115949,1500000.0,False,65.90600331520326,3.3293223386853845,CO2,100.0,0.21,13.5,56.88215,1339.49,1457.1,0,3,3,14,Bunter Closure 4
473055.8131251591,1500000.0,False,164.55450149661095,2.3926740411369702,H2,100.0,0.14,0.7,12.2771,65.06,1591.16,0,16,16,25,Bunter Sandstone Formation Zone 4
564234.8632078512,1500000.0,False,364.01914222236604,1.988439871561168,H2,100.0,0.29,7.3,35.36275,724.65,1297.48,0,7,7,3,Bunter Closure 1
1143688.1824097286,1500000.0,False,51.22793587040415,3.9655147665193513,CO2,100.0,0.14,13.7,57.56,1358.94,1539.84,0,1,1,22,Bunter Closure 7
78654.84041684798,1500000.0,False,29.243194794108042,0.6962850144408682,CH4,100.0,0.23,0.2,8.8,20.46,617.17,0,11,11,143,Spilsby Sandstone Formation 1
93352.58565517525,1500000.0,False,235.9251532655682,2.2023372488447883,H2,271.0,0.22,11.5,49.23,1080.0,1449.75,1,12,12,9,Bunter Closure 35
18981.912260585246,100000.0,True,208.47091992666174,1.897262762755865,H2,50.0,0.15,14.1,59.11375,1403.25,1660.17,0,18,18,11,Bunter Closure 37
194308.78479178122,1500000.0,False,215.38489144973275,1.2976336914786644,N2,100.0,0.14,13.7,57.56,1358.94,1539.84,0,1,1,22,Bunter Closure 7
291279.97482291085,1500000.0,False,116.11046609225394,3.696808627389436,CH4,271.0,0.22,11.5,49.23,1080.0,1449.75,1,12,12,9,Bunter Closure 35
88012.89802418217,1500000.0,False,330.8092034972237,2.684136492884226,CO2,100.0,0.29,7.3,35.36275,724.65,1297.48,0,7,7,3,Bunter Closure 1
13995.48176472164,1500000.0,False,44.61678829702932,1.2771072077634187,N2,100.0,0.14,13.7,57.56,1358.94,1539.84,0,1,1,22,Bunter Closure 7
199341.93227709888,1500000.0,False,158.54899322885365,3.0073805113179164,N2,470.0,0.22,23.88,79.71,2241.0,3300.75,3,0,0,147,Statfjord_009_24
135683.0199637287,1500000.0,False,257.28085682917003,2.312554524091643,CH4,100.0,0.21,13.5,56.88215,1339.49,1457.1,0,3,3,14,Bunter Closure 4
60357.098720387825,1500000.0,False,324.9613064605066,2.40673981326946,H2,306.6,0.18,41.4,100.47,2402.0,2759.0,1,6,6,61,Fulmar_021_30
47172.89448856617,1500000.0,False,186.70903331087848,2.742250366190787,CH4,1600.0,0.23,34.8,95.01,2260.0,2375.5,3,4,4,55,Fulmar_021_18
83256.47723856547,1500000.0,False,69.50280379398859,0.21618245816068515,H2,350.0,0.16,13.3,56.29345,1322.67,1847.3,2,19,19,24,Bunter Sandstone Formation Zone 2
1107891.1667912535,1500000.0,False,24.49551941408747,2.654771185339698,H2,100.0,0.14,13.7,57.56,1358.94,1539.84,0,1,1,22,Bunter Closure 7
721284.0326299607,1500000.0,False,36.327022782753176,1.9794514422823701,N2,1600.0,0.23,29.7,81.29,2094.0,2196.3,3,14,14,54,Fulmar_021_16
39900.85724360913,1500000.0,False,253.00487234364658,1.5309920835464075,H2,100.0,0.14,13.7,57.56,1358.94,1539.84,0,1,1,22,Bunter Closure 7
845548.0501777816,1500000.0,False,195.95799029828694,2.2590576887319553,N2,1600.0,0.23,50.7,106.88,2472.0,2840.34,3,10,10,58,Fulmar_021_25
123876.55334994462,1500000.0,False,295.53791213888195,3.9172167937939473,H2,306.6,0.18,41.4,100.47,2402.0,2759.0,1,6,6,61,Fulmar_021_30
881112.5132844454,1500000.0,False,142.3073978715424,2.356497267474593,N2,271.0,0.22,11.5,49.23,1080.0,1449.75,1,12,12,9,Bunter Closure 35
1253107.4872213365,1500000.0,False,286.11042650469386,1.137833814290677,CO2,100.0,0.23,0.2,8.8,20.46,617.17,0,11,11,143,Spilsby Sandstone Formation 1
409550.5005003041,1500000.0,False,345.21566824315744,1.3974341270483723,N2,1600.0,0.23,34.8,95.01,2260.0,2375.5,3,4,4,55,Fulmar_021_18
604716.7832266581,1500000.0,False,296.4336569169312,2.1165219220255276,CO2,100.0,0.16,8.9,41.12,889.06,1067.15,0,9,9,17,Bunter Closure 42
14601.175744137729,1500000.0,False,68.95122144078209,0.11064901566709828,CO2,250.0,0.15,8.1,36.0,800.0,2099.42,1,15,15,131,Orrin_012_26
23689.905135057554,1500000.0,False,287.6480916875164,0.7511415010973399,H2,500.0,0.23,30.9,94.54,2248.0,2848.65,3,17,17,86,Fulmar_030_29
66129.71367047397,1500000.0,False,267.057276182127,1.771934456681774,N2,350.0,0.16,13.3,56.29345,1322.67,1847.3,2,19,19,24,Bunter Sandstone Formation Zone 2
50483.92482014737,1500000.0,False,183.18563994523362,1.3401097550986354,H2,470.0,0.22,23.88,79.71,2241.0,3300.75,3,0,0,147,Statfjord_009_24
