flow_rate_sm3_day,flow_rate_cap_sm3_day,low_permeability_flow_cap,cycle_length_days,cg_ratio,cg_type,permeability_md,porosity,pressure_mpa,temperature_c,top_depth_m,mean_depth_m,reservoir_stratum,reservoir_cluster,representative_id,source_row_index,source_field_name
22756.940704547036,1500000.0,False,191.39445747197465,1.9713758622735398,CO2,470.0,0.22,23.88,79.71,2241.0,3300.75,3,0,0,147,Statfjord_009_24
18560.960568470346,100000.0,True,190.4482383250178,3.984475244722436,N2,50.0,0.15,14.1,59.11375,1403.25,1660.17,0,18,18,11,Bunter Closure 37
12079.40198690345,1500000.0,False,118.94313637761024,2.7167677248740736,CO2,1600.0,0.23,34.8,95.01,2260.0,2375.5,3,4,4,55,Fulmar_021_18
401690.61058483314,1500000.0,False,151.50830929660918,2.710927243121018,CH4,100.0,0.16,8.9,41.12,889.06,1067.15,0,9,9,17,Bunter Closure 42
87743.18015931969,1500000.0,False,107.1520973681599,3.1405767742905493,N2,1600.0,0.23,50.7,106.88,2472.0,2840.34,3,10,10,58,Fulmar_021_25
54057.96792362615,1500000.0,False,217.13449035957237,1.5887055128273155,CH4,100.0,0.16,8.9,41.12,889.06,1067.15,0,9,9,17,Bunter Closure 42
69589.59513318044,1500000.0,False,252.52722477425874,0.9152935500127279,N2,100.0,0.16,8.9,41.12,889.06,1067.15,0,9,9,17,Bunter Closure 42
811387.486424727,1500000.0,False,112.25468599633729,2.9086527996467453,CH4,100.0,0.21,13.5,56.88215,1339.49,1457.1,0,3,3,14,Bunter Closure 4
248305.9213944111,1500000.0,False,359.22563380652065,2.1314203365350233,CH4,100.0,0.21,13.5,56.88215,1339.49,1457.1,0,3,3,14,Bunter Closure 4
11441.111358134725,1500000.0,False,309.75119446886055,0.5388164121423903,CO2,306.6,0.18,41.4,100.47,2402.0,2759.0,1,6,6,61,Fulmar_021_30
13690.84749631446,1500000.0,False,140.1380176654195,0.2737005422241124,CO2,271.0,0.22,11.5,49.23,1080.0,1449.75,1,12,12,9,Bunter Closure 35
58022.19397278038,1500000.0,False,117.59314442698371,1.5789919001524715,CH4,250.0,0.15,8.1,36.0,800.0,2099.42,1,15,15,131,Orrin_012_26
1494588.4181742074,1500000.0,False,102.79405705028606,2.5781063544921423,H2,1600.0,0.23,29.7,81.29,2094.0,2196.3,3,14,14,54,Fulmar_021_16
597289.4760540676,1500000.0,False,136.90541784749877,2.243970936598535,H2,100.0,0.16,8.9,41.12,889.06,1067.15,0,9,9,17,Bunter Closure 42
24515.011108314244,1500000.0,False,84.34049097164379,1.0054843944660463,CH4,250.0,0.15,8.1,36.0,800.0,2099.42,1,15,15,131,Orrin_012_26
167367.46153518854,1500000.0,False,50.85911256414477,3.3670731462053176,N2,100.0,0.21,13.5,56.88215,1339.49,1457.1,0,3,3,14,Bunter Closure 4
18231.287363900938,1500000.0,False,52.720920765850295,1.7435554566647449,N2,1600.0,0.23,29.7,81.29,2094.0,2196.3,3,14,14,54,Fulmar_021_16
146272.82283331468,1500000.0,False,70.62744071156791,1.9346160444384672,H2,100.0,0.19,7.3,35.22,720.61,1102.04,0,5,5,16,Bunter Closure 41
101938.9657371129,1500000.0,False,364.478629818159,1.7038825372515194,CO2,1600.0,0.23,29.7,81.29,2094.0,2196.3,3,14,14,54,Fulmar_021_16
10962.808187253444,1500000.0,False,49.902703287450656,0.4610219074144676,CO2,500.0,0.23,30.9,94.54,2248.0,2848.65,3,17,17,86,Fulmar_030_29
65041.35488311056,1500000.0,False,179.95221003362255,0.6630426195530809,N2,100.0,0.14,0.7,12.2771,65.06,1591.16,0,16,16,25,Bunter Sandstone Formation Zone 4
1151718.433638333,1500000.0,False,97.56718271500752,3.2880362842193307,CH4,100.0,0.16,8.9,41.12,889.06,1067.15,0,9,9,17,Bunter Closure 42
20213.644217821096,1500000.0,False,100.12770502003562,3.3784986796066714,H2,1600.0,0.23,50.7,106.88,2472.0,2840.34,3,10,10,58,Fulmar_021_25
131762.86591857602,1500000.0,False,197.65173512999507,3.338872890923311,N2,271.0,0.22,11.5,49.23,1080.0,1449.75,1,12,12,9,Bunter Closure 35
1035175.1005794726,1500000.0,False,245.5132415236612,3.2277992935762616,CO2,306.6,0.18,29.1,86.3,2034.0,2167.5,1,8,8,59,Fulmar_021_28
24357.43591298513,1500000.0,False,20.903533378750673,0.6173095656755981,N2,100.0,0.14,0.7,12.2771,65.06,1591.16,0,16,16,25,Bunter Sandstone Formation Zone 4
307959.57836197456,1500000.0,False,297.919709461524,2.841287442152946,CH4,100.0,0.14,13.7,57.56,1358.94,1539.84,0,1,1,22,Bunter Closure 7
17884.16664313919,1500000.0,False,341.7345996862247,0.9484140350939652,CO2,100.0,0.23,0.2,8.8,20.46,617.17,0,11,11,143,Spilsby Sandstone Formation 1
29993.80259888003,1500000.0,False,22.36780540288038,3.297957358617642,H2,250.0,0.15,8.1,36.0,800.0,2099.42,1,15,15,131,Orrin_012_26
19098.707530796455,1500000.0,False,231.29053249219834,0.48679461620949405,H2,250.0,0.15,8.1,36.0,800.0,2099.42,1,15,15,131,Orrin_012_26
210027.4500850892,1500000.0,False,188.16121325724632,2.807642807288206,H2,500.0,0.23,30.9,94.54,2248.0,2848.65,3,17,17,86,Fulmar_030_29
59982.871863475186,1500000.0,False,38.3649743501192,1.0600784196607873,CO2,271.0,0.22,11.5,49.23,1080.0,1449.75,1,12,12,9,Bunter Closure 35
31159.931238728168,1500000.0,False,15.057710436952831,2.439327077323545,H2,1600.0,0.23,29.7,81.29,2094.0,2196.3,3,14,14,54,Fulmar_021_16
619496.2933998157,1500000.0,False,335.6258009538967,2.7308992903961724,N2,350.0,0.14,10.3,45.7819,1022.34,1421.13,2,2,2,23,Bunter Sandstone Formation Zone 1
276757.4885139973,1500000.0,False,275.3755173147434,2.217896775847684,N2,100.0,0.23,0.2,8.8,20.46,617.17,0,11,11,143,Spilsby Sandstone Formation 1
984116.9105875368,1500000.0,False,167.48064091377728,2.5556837805179065,H2,350.0,0.14,10.3,45.7819,1022.34,1421.13,2,2,2,23,Bunter Sandstone Formation Zone 1
10798.027663453659,1500000.0,False,35.1691758309524,0.06813941993130164,N2,250.0,0.15,8.1,36.0,800.0,2099.42,1,15,15,131,Orrin_012_26
314889.1968347961,1500000.0,False,101.15188510714943,2.419961668136772,CH4,470.0,0.22,23.88,79.71,2241.0,3300.75,3,0,0,147,Statfjord_009_24
1228686.973257956,1500000.0,False,94.31783899374304,0.7131978056093302,N2,306.6,0.18,41.4,100.47,2402.0,2759.0,1,6,6,61,Fulmar_021_30
13872.02011224698,1500000.0,False,55.769830495110895,0.5717487116719634,CO2,306.6,0.18,29.1,86.3,2034.0,2167.5,1,8,8,59,Fulmar_021_28
110679.4299001061,1500000.0,False,122.53021614029552,1.9926612986195866,CO2,306.6,0.18,29.1,86.3,2034.0,2167.5,1,8,8,59,Fulmar_021_28
558254.0407122622,1500000.0,False,323.45739037912927,0.8772891549151232,CH4,100.0,0.29,7.3,35.36275,724.65,1297.48,0,7,7,3,Bunter Closure 1
533313.4890845871,1500000.0,False,350.9425741614774,0.5765803163319677,CO2,100.0,0.14,13.7,57.56,1358.94,1539.84,0,1,1,22,Bunter Closure 7
725743.9726129487,1500000.0,False,129.6141103791606,3.9392121824675383,CO2,350.0,0.14,10.3,45.7819,1022.34,1421.13,2,2,2,23,Bunter Sandstone Formation Zone 1
1099364.6474749034,1500000.0,False,361.99682848116623,1.6663757322744088,CO2,250.0,0.15,8.1,36.0,800.0,2099.42,1,15,15,131,Orrin_012_26
245437.05097026538,1500000.0,False,260.41477222482513,2.955037138322736,CO2,350.0,0.14,10.3,45.7819,1022.34,1421.13,2,2,2,23,Bunter Sandstone Formation Zone 1
27383.70714629516,1500000.0,False,257.7614743406448,2.1847733770242876,N2,330.0,0.14,17.3,60.43,1589.0,2504.62,2,13,13,129,Nansen_210_25
72936.97054158557,1500000.0,False,241.47382572106835,1.9537439586340946,N2,470.0,0.22,23.88,79.71,2241.0,3300.75,3,0,0,147,Statfjord_009_24
29259.25297738597,1500000.0,False,352.9858989420291,1.1541406919760497,N2,330.0,0.14,17.3,60.43,1589.0,2504.62,2,13,13,129,Nansen_210_25
10467.562586239217,1500000.0,False,330.21372113070726,1.0427671807241412,H2,350.0,0.16,13.3,56.29345,1322.67,1847.3,2,19,19,24,Bunter Sandstone Formation Zone 2
1004928.8826387308,1500000.0,False,60.342826186835005,2.4616941740360967,H2,250.0,0.15,8.1,36.0,800.0,2099.42,1,15,15,131,Orrin_012_26
16220.472994834869,1500000.0,False,64.71951155636944,2.4932280571094956,N2,100.0,0.14,0.7,12.2771,65.06,1591.16,0,16,16,25,Bunter Sandstone Formation Zone 4
58856.87530955917,1500000.0,False,218.2532552338794,0.44178125497976656,CO2,100.0,0.16,8.9,41.12,889.06,1067.15,0,9,9,17,Bunter Closure 42
26042.235330488897,1500000.0,False,82.80615080101457,2.852280212350451,H2,306.6,0.18,29.1,86.3,2034.0,2167.5,1,8,8,59,Fulmar_021_28
584900.795043022,1500000.0,False,269.23907364645976,3.0496505427955203,CH4,306.6,0.18,29.1,86.3,2034.0,2167.5,1,8,8,59,Fulmar_021_28
32272.767234669365,1500000.0,False,356.8880658794833,0.1135835217041142,H2,1600.0,0.23,34.8,95.01,2260.0,2375.5,3,4,4,55,Fulmar_021_18
21219.80560214213,1500000.0,False,242.97654667038657,0.7597042341823905,N2,100.0,0.23,0.2,8.8,20.46,617.17,0,11,11,143,Spilsby Sandstone Formation 1
113751.80148241979,1500000.0,False,63.80781367243568,1.0791257416710835,H2,1600.0,0.23,34.8,95.01,2260.0,2375.5,3,4,4,55,Fulmar_021_18
328074.62830969814,1500000.0,False,106.16329274618919,3.265810234537987,CO2,330.0,0.14,17.3,60.43,1589.0,2504.62,2,13,13,129,Nansen_210_25
798894.2917872053,1500000.0,False,42.262919109129484,3.753593027263147,H2,100.0,0.14,13.7,57.56,1358.94,1539.84,0,1,1,22,Bunter Closure 7
13365.961136775635,1500000.0,False,171.0833563243902,2.507024817812998,N2,271.0,0.22,11.5,49.23,1080.0,1449.75,1,12,12,9,Bunter Closure 35
11522.534571333388,1500000.0,False,240.74284091229234,1.3798829652630693,N2,100.0,0.29,7.3,35.36275,724.65,1297.48,0,7,7,3,Bunter Closure 1
37285.538001998444,1500000.0,False,91.19921568303171,2.7487891555395727,H2,1600.0,0.23,34.8,95.01,2260.0,2375.5,3,4,4,55,Fulmar_021_18
25677.892286379356,1500000.0,False,328.7265278081832,2.6460987330931154,CH4,306.6,0.18,29.1,86.3,2034.0,2167.5,1,8,8,59,Fulmar_021_28
122655.3095688262,1500000.0,False,146.43368194076652,1.0331732426308475,N2,100.0,0.19,7.3,35.22,720.61,1102.04,0,5,5,16,Bunter Closure 41
283353.0578209589,1500000.0,False,320.35959518388,2.172824479458017,CH4,100.0,0.16,8.9,41.12,889.06,1067.15,0,9,9,17,Bunter Closure 42
56458.77967138985,1500000.0,False,160.09563659135534,2.414499250544484,N2,100.0,0.16,8.9,41.12,889.06,1067.15,0,9,9,17,Bunter Closure 42
375942.0939264042,1500000.0,False,79.74796728914096,1.1862588868188675,CO2,100.0,0.14,13.7,57.56,1358.94,1539.84,0,1,1,22,Bunter Closure 7
447007.9706571047,1500000.0,False,322.1788821542131,1.1816291035439108,H2,250.0,0.15,8.1,36.0,800.0,2099.42,1,15,15,131,Orrin_012_26
1392677.4499147164,1500000.0,False,176.7679514628232,3.035401024563016,CO2,350.0,0.14,10.3,45.7819,1022.34,1421.13,2,2,2,23,Bunter Sandstone Formation Zone 1
11739.387881869548,1500000.0,False,143.37798153089528,2.499238297276693,N2,100.0,0.14,0.7,12.2771,65.06,1591.16,0,16,16,25,Bunter Sandstone Formation Zone 4
30909.285259801847,1500000.0,False,254.14346027027955,2.3880246672309573,H2,350.0,0.16,13.3,56.29345,1322.67,1847.3,2,19,19,24,Bunter Sandstone Formation Zone 2
90551.44074079147,1500000.0,False,343.6835043188342,0.7274626666492179,CH4,250.0,0.15,8.1,36.0,800.0,2099.42,1,15,15,131,Orrin_012_26
477598.9929184855,1500000.0,False,120.69159651573807,0.004373760667998693,N2,100.0,0.14,0.7,12.2771,65.06,1591.16,0,16,16,25,Bunter Sandstone Formation Zone 4
181706.84812469318,1500000.0,False,139.41700869141,2.9486369458279578,H2,1600.0,0.23,29.7,81.29,2094.0,2196.3,3,14,14,54,Fulmar_021_16
168846.86396913568,1500000.0,False,189.67412188865444,0.22767314690444038,CH4,330.0,0.14,17.3,60.43,1589.0,2504.62,2,13,13,129,Nansen_210_25
197565.91335565597,1500000.0,False,107.43830824726136,3.870119223064955,CO2,306.6,0.18,41.4,100.47,2402.0,2759.0,1,6,6,61,Fulmar_021_30
548854.2813767303,1500000.0,False,341.8978365002751,0.1397636635577194,N2,250.0,0.15,8.1,36.0,800.0,2099.42,1,15,15,131,Orrin_012_26
82239.37632399394,1500000.0,False,114.67329715449705,0.8267724863279241,CH4,306.6,0.18,29.1,86.3,2034.0,2167.5,1,8,8,59,Fulmar_021_28
96971.13098937213,1500000.0,False,360.6185568127381,3.0934200612226506,N2,100.0,0.16,8.9,41.12,889.06,1067.15,0,9,9,17,Bunter Closure 42
188153.78868687956,1500000.0,False,280.8482313155659,1.205734024533999,CO2,271.0,0.22,11.5,49.23,1080.0,1449.75,1,12,12,9,Bunter Closure 35
14847.167099917544,1500000.0,False,186.13603395355076,2.6097294071249943,CH4,100.0,0.19,7.3,35.22,720.61,1102.04,0,5,5,16,Bunter Closure 41
676645.0407022454,1500000.0,False,215.8416673693721,2.04004238600852,N2,1600.0,0.23,50.7,106.88,2472.0,2840.34,3,10,10,58,Fulmar_021_25
1018057.6039112317,1500000.0,False,264.74412381293126,3.072779568246246,H2,1600.0,0.23,29.7,81.29,2094.0,2196.3,3,14,14,54,Fulmar_021_16
183255.65198077195,1500000.0,False,152.8660040998426,2.3475026341300995,N2,100.0,0.14,13.7,57.56,1358.94,1539.84,0,1,1,22,Bunter Closure 7
135245.86402027975,1500000.0,False,86.54964866715208,0.5443572045744974,H2,250.0,0.15,8.1,36.0,800.0,2099.42,1,15,15,131,Orrin_012_26
138800.96922440434,1500000.0,False,269.92605331000686,2.095713257988655,CO2,100.0,0.14,13.7,57.56,1358.94,1539.84,0,1,1,22,Bunter Closure 7
350913.32729805325,1500000.0,False,127.65169211574063,1.6396713672535612,CO2,306.6,0.18,29.1,86.3,2034.0,2167.5,1,8,8,59,Fulmar_021_28
186108.56842761667,1500000.0,False,61.6899976353893,3.148359057260706,CH4,100.0,0.16,8.9,41.12,889.06,1067.15,0,9,9,17,Bunter Closure 42
55204.83323589493,1500000.0,False,23.608575895781932,1.175592316139401,N2,100.0,0.21,13.5,56.88215,1339.49,1457.1,0,3,3,14,Bunter Closure 4
1166275.0661726925,1500000.0,False,206.07807792665108,0.5115157723933877,N2,1600.0,0.23,29.7,81.29,2094.0,2196.3,3,14,14,54,Fulmar_021_16
1048881.0081316913,1500000.0,False,55.272671579849586,0.0855834274497309,CH4,100.0,0.21,13.5,56.88215,1339.49,1457.1,0,3,3,14,Bunter Closure 4
33154.81392463051,1500000.0,False,110.58354003758545,1.1199867143386015,N2,1600.0,0.23,34.8,95.01,2260.0,2375.5,3,4,4,55,Fulmar_021_18
1044539.6681538663,1500000.0,False,348.2483392762539,3.1119901354999047,CO2,100.0,0.19,7.3,35.22,720.61,1102.04,0,5,5,16,Bunter Closure 41
1377406.606986948,1500000.0,False,270.58836959143196,0.1813352467119149,N2,100.0,0.16,8.9,41.12,889.06,1067.15,0,9,9,17,Bunter Closure 42
656651.7086360308,1500000.0,False,246.51603204145633,1.2412703703502803,N2,100.0,0.29,7.3,35.36275,724.65,1297.48,0,7,7,3,Bunter Closure 1
61796.53635418856,1500000.0,False,159.78961171044065,2.9020601371757735,H2,250.0,0.15,8.1,36.0,800.0,2099.42,1,15,15,131,Orrin_012_26
444005.8797109247,1500000.0,False,349.7783526329235,1.5501739769962926,CO2,350.0,0.16,13.3,56.29345,1322.67,1847.3,2,19,19,24,Bunter Sandstone Formation Zone 2
42196.347507006125,1500000.0,False,300.46486999845246,1.9676114456812244,CH4,1600.0,0.23,34.8,95.01,2260.0,2375.5,3,4,4,55,Fulmar_021_18
453081.35012149287,1500000.0,False,85.10448625479907,3.13479636790754,H2,100.0,0.16,8.9,41.12,889.06,1067.15,0,9,9,17,Bunter Closure 42
81170.82609401077,1500000.0,False,89.01697982910976,1.2646494144517546,CH4,470.0,0.22,23.88,79.71,2241.0,3300.75,3,0,0,147,Statfjord_009_24
1356841.5477401367,1500000.0,False,135.31379797368243,0.13574973189678685,CO2,1600.0,0.23,50.7,106.88,2472.0,2840.34,3,10,10,58,Fulmar_021_25
35309.65853052433,1500000.0,False,53.57865520078693,0.9580668887300873,H2,350.0,0.14,10.3,45.7819,1022.34,1421.13,2,2,2,23,Bunter Sandstone Formation Zone 1
12395.689831532392,1500000.0,False,17.79768284129818,0.6412045173352818,CO2,100.0,0.14,0.7,12.2771,65.06,1591.16,0,16,16,25,Bunter Sandstone Formation Zone 4
232575.88128661347,1500000.0,False,331.40693463954165,1.9390470473085843,CH4,306.6,0.18,29.1,86.3,2034.0,2167.5,1,8,8,59,Fulmar_021_28
15516.2847644418,1500000.0,False,301.97939795352903,2.2891560676656755,CH4,100.0,0.29,7.3,35.36275,724.65,1297.48,0,7,7,3,Bunter Closure 1
18381.313091584034,1500000.0,False,121.4630068360063,1.5723643405576109,N2,250.0,0.15,8.1,36.0,800.0,2099.42,1,15,15,131,Orrin_012_26
389289.4088170078,1500000.0,False,351.67277602740046,0.2691077113708864,N2,470.0,0.22,23.88,79.71,2241.0,3300.75,3,0,0,147,Statfjord_009_24
35771.762974188656,1500000.0,False,314.2324838192844,3.657606291822068,CO2,250.0,0.15,8.1,36.0,800.0,2099.42,1,15,15,131,Orrin_012_26
29632.847827825088,1500000.0,False,77.73011830195176,1.1246877912496862,CO2,350.0,0.16,13.3,56.29345,1322.67,1847.3,2,19,19,24,Bunter Sandstone Formation Zone 2
431557.05281383893,1500000.0,False,297.5531679080576,3.6397613218392024,CH4,350.0,0.16,13.3,56.29345,1322.67,1847.3,2,19,19,24,Bunter Sandstone Formation Zone 2
46636.73835379541,1500000.0,False,150.17463802823212,1.3666760979393457,N2,100.0,0.14,13.7,57.56,1358.94,1539.84,0,1,1,22,Bunter Closure 7
159367.01100663247,1500000.0,False,67.55691995255012,1.786091356908341,N2,100.0,0.21,13.5,56.88215,1339.49,1457.1,0,3,3,14,Bunter Closure 4
118470.10503141777,1500000.0,False,36.541206341103376,0.6112493556157724,CH4,306.6,0.18,29.1,86.3,2034.0,2167.5,1,8,8,59,Fulmar_021_28
143592.60030563604,1500000.0,False,181.67710949965823,3.5064552365845625,CH4,250.0,0.15,8.1,36.0,800.0,2099.42,1,15,15,131,Orrin_012_26
10601.331416277442,1500000.0,False,109.81788052348942,0.1680658041925703,N2,306.6,0.18,41.4,100.47,2402.0,2759.0,1,6,6,61,Fulmar_021_30
61337.71509562002,1500000.0,False,63.128360979067914,0.488055323344556,H2,100.0,0.21,13.5,56.88215,1339.49,1457.1,0,3,3,14,Bunter Closure 4
172912.96694647145,1500000.0,False,317.876909197186,2.768821582401967,CH4,100.0,0.16,8.9,41.12,889.06,1067.15,0,9,9,17,Bunter Closure 42
23001.266811980346,1500000.0,False,276.1715873099958,1.419025663761114,CH4,330.0,0.14,17.3,60.43,1589.0,2504.62,2,13,13,129,Nansen_210_25
44390.11137560534,1500000.0,False,32.21653517314685,3.2032434591288728,CO2,306.6,0.18,41.4,100.47,2402.0,2759.0,1,6,6,61,Fulmar_021_30
644503.2313728936,1500000.0,False,255.72413802524443,3.241310038585259,CO2,330.0,0.14,17.3,60.43,1589.0,2504.62,2,13,13,129,Nansen_210_25
69165.92477431291,1500000.0,False,136.43180893017063,1.406149755682505,CH4,500.0,0.23,30.9,94.54,2248.0,2848.65,3,17,17,86,Fulmar_030_29
98366.33136556282,1500000.0,False,197.0439275163936,3.155113838934117,CH4,100.0,0.19,7.3,35.22,720.61,1102.04,0,5,5,16,Bunter Closure 41
490444.5228078192,1500000.0,False,175.8838911169584,1.8265790338912016,CH4,350.0,0.14,10.3,45.7819,1022.34,1421.13,2,2,2,23,Bunter Sandstone Formation Zone 1
461027.9150317568,1500000.0,False,232.62600966768576,3.009932622102522,CO2,100.0,0.16,8.9,41.12,889.06,1067.15,0,9,9,17,Bunter Closure 42
41089.41015738588,1500000.0,False,354.17567078369365,2.019883335584916,H2,271.0,0.22,11.5,49.23,1080.0,1449.75,1,12,12,9,Bunter Closure 35
85371.47553280437,1500000.0,False,288.6251879534701,2.6598381594636322,N2,250.0,0.15,8.1,36.0,800.0,2099.42,1,15,15,131,Orrin_012_26
1285384.3226464281,1500000.0,False,226.63996148191126,0.6808827486265968,H2,350.0,0.14,10.3,45.7819,1022.34,1421.13,2,2,2,23,Bunter Sandstone Formation Zone 1
12293.532374940878,1500000.0,False,100.56882771805712,0.8868050067490547,CO2,100.0,0.14,0.7,12.2771,65.06,1591.16,0,16,16,25,Bunter Sandstone Formation Zone 4
11058.320382842652,1500000.0,False,183.05673388320108,0.022403664056804076,H2,306.6,0.18,41.4,100.47,2402.0,2759.0,1,6,6,61,Fulmar_021_30
45110.95635648791,100000.0,True,142.52736691361235,1.9503028207398136,N2,50.0,0.15,14.1,59.11375,1403.25,1660.17,0,18,18,11,Bunter Closure 37
1116434.6497394182,1500000.0,False,298.49708657699694,1.2089730741295137,H2,306.6,0.18,29.1,86.3,2034.0,2167.5,1,8,8,59,Fulmar_021_28
27686.809359436214,1500000.0,False,210.1970523202317,2.970066268715842,H2,500.0,0.23,30.9,94.54,2248.0,2848.65,3,17,17,86,Fulmar_030_29
318180.17330402584,1500000.0,False,280.2103619887217,3.491440529450868,CH4,500.0,0.23,30.9,94.54,2248.0,2848.65,3,17,17,86,Fulmar_030_29
128632.65632694555,1500000.0,False,157.27541074980363,2.025075419685432,H2,100.0,0.19,7.3,35.22,720.61,1102.04,0,5,5,16,Bunter Closure 41
392443.8416945818,1500000.0,False,333.33989654103317,1.0303648210633485,H2,350.0,0.16,13.3,56.29345,1322.67,1847.3,2,19,19,24,Bunter Sandstone Formation Zone 2
20068.402335535906,100000.0,True,168.42375565360348,2.7761662029303418,CH4,50.0,0.15,14.1,59.11375,1403.25,1660.17,0,18,18,11,Bunter Closure 37
24797.46047253902,1500000.0,False,98.43704260134903,2.4248994312920957,H2,100.0,0.21,13.5,56.88215,1339.49,1457.1,0,3,3,14,Bunter Closure 4
17029.846766429557,100000.0,True,86.08196899300303,3.875130070968814,N2,50.0,0.15,14.1,59.11375,1403.25,1660.17,0,18,18,11,Bunter Closure 37
38847.96293234381,1500000.0,False,202.5507837357074,3.707185801953058,N2,330.0,0.14,17.3,60.43,1589.0,2504.62,2,13,13,129,Nansen_210_25
1317631.9539806927,1500000.0,False,274.8157165398481,2.1024260625539952,CO2,100.0,0.29,7.3,35.36275,724.65,1297.48,0,7,7,3,Bunter Closure 1
631192.5921238122,1500000.0,False,133.76533689821963,1.3109511304557901,H2,100.0,0.16,8.9,41.12,889.06,1067.15,0,9,9,17,Bunter Closure 42
11719.958498124783,1500000.0,False,132.85943742447765,1.1972841779663288,CO2,100.0,0.16,8.9,41.12,889.06,1067.15,0,9,9,17,Bunter Closure 42
30125.645926195015,1500000.0,False,43.312995084758256,3.2632086039591615,N2,330.0,0.14,17.3,60.43,1589.0,2504.62,2,13,13,129,Nansen_210_25
24952.921611329395,1500000.0,False,311.02951269155363,0.8457750931450281,CO2,330.0,0.14,17.3,60.43,1589.0,2504.62,2,13,13,129,Nansen_210_25
36353.98473607574,1500000.0,False,251.84759217332052,2.7878239015890682,CO2,500.0,0.23,30.9,94.54,2248.0,2848.65,3,17,17,86,Fulmar_030_29
13045.787294419344,1500000.0,False,300.2338732324221,2.8796386150640845,N2,271.0,0.22,11.5,49.23,1080.0,1449.75,1,12,12,9,Bunter Closure 35
10675.04561425955,1500000.0,False,261.1325486919598,0.12277984639397868,CH4,100.0,0.21,13.5,56.88215,1339.49,1457.1,0,3,3,14,Bunter Closure 4
62899.189364671365,1500000.0,False,268.7482941640312,1.4379805096756033,H2,1600.0,0.23,29.7,81.29,2094.0,2196.3,3,14,14,54,Fulmar_021_16
21252.52090784851,100000.0,True,203.7051079060697,3.760986313621883,N2,50.0,0.15,14.1,59.11375,1403.25,1660.17,0,18,18,11,Bunter Closure 37
154373.90853993085,1500000.0,False,94.74083283700797,2.7921410665351636,CH4,100.0,0.16,8.9,41.12,889.06,1067.15,0,9,9,17,Bunter Closure 42
464612.0408893941,1500000.0,False,293.345580857367,1.6148976517125775,CO2,306.6,0.18,29.1,86.3,2034.0,2167.5,1,8,8,59,Fulmar_021_28
1299677.5281488851,1500000.0,False,71.87786542564675,0.2872241768903562,H2,100.0,0.14,13.7,57.56,1358.94,1539.84,0,1,1,22,Bunter Closure 7
12116.092704912127,1500000.0,False,216.44503716228772,3.283661084781582,H2,250.0,0.15,8.1,36.0,800.0,2099.42,1,15,15,131,Orrin_012_26
1131125.2142880969,1500000.0,False,78.40621465697106,2.126717503800142,CO2,1600.0,0.23,50.7,106.88,2472.0,2840.34,3,10,10,58,Fulmar_021_25
647369.6597149197,1500000.0,False,302.81387204223705,1.3461189645798428,H2,1600.0,0.23,29.7,81.29,2094.0,2196.3,3,14,14,54,Fulmar_021_16
114985.78259258713,1500000.0,False,218.72338064876402,0.8607611602845877,CH4,1600.0,0.23,50.7,106.88,2472.0,2840.34,3,10,10,58,Fulmar_021_25
215185.15592959797,1500000.0,False,80.14780820265246,1.2383454917798877,CH4,306.6,0.18,41.4,100.47,2402.0,2759.0,1,6,6,61,Fulmar_021_30
57218.2000389216,1500000.0,False,242.76729995311453,0.15283102334061097,CO2,306.6,0.18,29.1,86.3,2034.0,2167.5,1,8,8,59,Fulmar_021_28
692685.7685138524,1500000.0,False,321.29029305257177,0.5852281717114562,H2,306.6,0.18,29.1,86.3,2034.0,2167.5,1,8,8,59,Fulmar_021_28
259225.74788771893,1500000.0,False,41.0876753122204,3.6924011256004468,H2,271.0,0.22,11.5,49.23,1080.0,1449.75,1,12,12,9,Bunter Closure 35
222899.5382428563,1500000.0,False,72.46940786866213,2.9611893228047825,H2,306.6,0.18,41.4,100.47,2402.0,2759.0,1,6,6,61,Fulmar_021_30
47806.43343895834,1500000.0,False,349.3177958536929,1.5557531968456975,N2,1600.0,0.23,34.8,95.01,2260.0,2375.5,3,4,4,55,Fulmar_021_18
52122.952160414236,1500000.0,False,22.9541528559118,2.5747099674971845,CO2,470.0,0.22,23.88,79.71,2241.0,3300.75,3,0,0,147,Statfjord_009_24
19582.010401841915,1500000.0,False,231.6986318423189,1.0817811302933784,N2,100.0,0.19,7.3,35.22,720.61,1102.04,0,5,5,16,Bunter Closure 41
16920.481445352732,1500000.0,False,327.4495932433107,2.3717620346705397,CO2,470.0,0.22,23.88,79.71,2241.0,3300.75,3,0,0,147,Statfjord_009_24
53024.824355955396,1500000.0,False,329.5949367145422,1.4549459613368636,CO2,100.0,0.14,0.7,12.2771,65.06,1591.16,0,16,16,25,Bunter Sandstone Formation Zone 4
108460.73103351425,1500000.0,False,204.27552069947632,0.2121437539233092,CH4,306.6,0.18,29.1,86.3,2034.0,2167.5,1,8,8,59,Fulmar_021_28
14207.905054333236,1500000.0,False,91.80716903184751,2.2835646675836805,CH4,330.0,0.14,17.3,60.43,1589.0,2504.62,2,13,13,129,Nansen_210_25
12635.271128997352,100000.0,True,325.5102644064991,0.5997595633699105,H2,50.0,0.15,14.1,59.11375,1403.25,1660.17,0,18,18,11,Bunter Closure 37
