case_id,chunk_id,pool_row_index,name,InitialTemperature,PressureGWC,ReferencePorosity,ReferencePermeability,CushionGasType,InjectionRateDev,InjectionRateOp,ProductionRate,InjectionDurationDev,InjectionDurationOp,ExtractionDurationOp,TEnd,MaxTimeStepSize,CGRatio,CycleLengthDays,FlowRateSm3Day,FlowRateMolM2S,PermeabilityMd,Porosity,PressureMPa,TemperatureC,reservoir_stratum,reservoir_cluster,representative_id,source_row_index,source_field_name
10,1,10,case010_CGCO2_Q233183_CL308.2_CGR3.13_K100_Poro0.230,281.95,200000.0,0.23,100.0,CO2,-8.805558175173255,-8.805558175173255,8.805558175173255,481.56187755174625,154.0804040839156,154.0804040839156,3563.1699592300583,43200.0,3.1253933971348946,308.1608081678312,233182.60642630266,8.805558175173255,100.0,0.23,0.2,8.8,1,11,11,143,Spilsby Sandstone Formation 1
11,1,11,case011_CGCH4_Q371130_CL25.6_CGR1.29_K15_Poro0.140,337.60999999999996,15700000.0,0.14,15.0,CH4,-14.014781108281179,-14.014781108281179,14.014781108281179,16.469810271882636,12.802185910242192,12.802185910242192,272.5135284767265,10702.349481995077,1.2864842291273257,25.604371820484385,371129.58909715136,14.014781108281179,15.0,0.14,15.7,64.46,0,9,9,26,Bunter Sandstone Formation Zone 5
12,1,12,case012_CGCO2_Q626449_CL27.7_CGR1.76_K5_Poro0.190,365.84,27900000.0,0.19,5.0,CO2,-23.65629221343987,-23.65629221343987,23.65629221343987,24.3561814730267,13.853027570894698,13.853027570894698,301.4167328909207,11837.457146261611,1.7581847252075928,27.706055141789395,626449.3138282653,23.65629221343987,5.0,0.19,27.9,92.69,0,18,18,0,Auk_029_15
13,1,13,case013_CGCO2_Q15750_CL172.3_CGR1.01_K100_Poro0.210,330.03215,13500000.0,0.21,100.0,CO2,-0.5947657909982639,-0.5947657909982639,0.5947657909982639,86.97728853897067,86.17255967647581,86.17255967647581,1810.428482068487,43200.0,1.0093385744315373,172.34511935295163,15750.16990395932,0.5947657909982639,100.0,0.21,13.5,56.88215,1,4,4,14,Bunter Closure 4
14,1,14,case014_CGN2_Q1416716_CL334.6_CGR3.61_K250_Poro0.150,309.15,8100000.0,0.15,250.0,N2,-53.498721467323115,-53.498721467323115,53.498721467323115,603.8333723246328,167.2973593088749,167.2973593088749,3949.7805585021306,43200.0,3.6093419215888383,334.5947186177498,1416715.5635173284,53.498721467323115,250.0,0.15,8.1,36.0,2,14,14,131,Orrin_012_26
15,1,15,case015_CGH2_Q148452_CL118.3_CGR3.05_K100_Poro0.210,330.03215,13500000.0,0.21,100.0,H2,-5.60592827397539,-5.60592827397539,5.60592827397539,180.19234219757664,59.16299508896041,59.16299508896041,1363.4522439767848,43200.0,3.045693375168558,118.32599017792081,148452.25485535624,5.60592827397539,100.0,0.21,13.5,56.88215,1,4,4,14,Bunter Closure 4
16,1,16,case016_CGCO2_Q75949_CL105.2_CGR0.06_K15_Poro0.070,345.73105,18000000.0,0.07,15.0,CO2,-2.8680283797743344,-2.8680283797743344,2.8680283797743344,3.2810896996092347,52.58094687825313,52.58094687825313,1054.900027264672,41428.801070758025,0.062400734380199135,105.16189375650626,75949.11300296152,2.8680283797743344,15.0,0.07,18.0,72.58105,0,10,10,7,Bunter Closure 14
17,1,17,case017_CGCO2_Q13238_CL38.7_CGR1.41_K250_Poro0.150,309.15,8100000.0,0.15,250.0,CO2,-0.49990767775280553,-0.49990767775280553,0.49990767775280553,27.310491012299913,19.35978954349675,19.35978954349675,414.5062818822349,16278.792161193223,1.4106811931472636,38.7195790869935,13238.203978889254,0.49990767775280553,250.0,0.15,8.1,36.0,2,14,14,131,Orrin_012_26
18,1,18,case018_CGCH4_Q176201_CL209.3_CGR3.41_K307_Poro0.180,359.45,29100000.0,0.18,306.6,CH4,-6.653775024551165,-6.653775024551165,6.653775024551165,357.11713488799194,104.6549641101113,104.6549641101113,2450.216417090218,43200.0,3.412328673795693,209.3099282202226,176200.59647934232,6.653775024551165,306.6,0.18,29.1,86.3,2,6,6,59,Fulmar_021_28
19,1,19,case019_CGH2_Q940623_CL155.0_CGR2.02_K1.6e03_Poro0.230,368.15999999999997,34800000.0,0.23,1600.0,H2,-35.520276354519055,-35.520276354519055,35.520276354519055,156.1728829922876,77.50193125365719,77.50193125365719,1706.2115080654314,43200.0,2.0150837594117124,155.00386250731438,940623.0083950759,35.520276354519055,1600.0,0.23,34.8,95.01,3,13,13,55,Fulmar_021_18
20,2,20,case020_CGH2_Q19833_CL130.2_CGR0.93_K100_Poro0.140,330.71,13700000.0,0.14,100.0,H2,-0.7489491295223889,-0.7489491295223889,0.7489491295223889,60.639826054897384,65.10064523164377,65.10064523164377,1362.6527306877726,43200.0,0.9314781111481505,130.20129046328753,19833.144773846776,0.7489491295223889,100.0,0.14,13.7,57.56,1,2,2,22,Bunter Closure 7
21,2,21,case021_CGH2_Q738090_CL347.7_CGR2.21_K0.5_Poro0.130,365.88,29900000.0,0.13,0.5,H2,-27.87210737506787,-27.87210737506787,27.87210737506787,384.4887894717188,173.85321386967976,173.85321386967976,3861.553066865314,43200.0,2.211571364794736,347.7064277393595,738089.5696807115,27.87210737506787,0.5,0.13,29.9,92.73,0,8,8,117,Judy_029_19
22,2,22,case022_CGN2_Q28767_CL239.1_CGR2.92_K330_Poro0.140,333.58,17300000.0,0.14,330.0,N2,-1.086321346377172,-1.086321346377172,1.086321346377172,349.09831775962044,119.56431351558003,119.56431351558003,2740.384588071221,43200.0,2.9197534573234565,239.12862703116005,28767.198844810904,1.086321346377172,330.0,0.14,17.3,60.43,2,20,20,129,Nansen_210_25
23,2,23,case023_CGCO2_Q16107_CL162.7_CGR1.36_K100_Poro0.140,330.71,13700000.0,0.14,100.0,CO2,-0.6082257818821483,-0.6082257818821483,0.6082257818821483,110.35205894951044,81.33668077984034,81.33668077984034,1737.085674546317,43200.0,1.356731770850203,162.67336155968067,16106.607928027759,0.6082257818821483,100.0,0.14,13.7,57.56,1,2,2,22,Bunter Closure 7
24,2,24,case024_CGN2_Q498872_CL96.7_CGR0.46_K1.6e03_Poro0.230,368.15999999999997,34800000.0,0.23,1600.0,N2,-18.838656914918232,-18.838656914918232,18.838656914918232,22.0186196636656,48.33588724046127,48.33588724046127,988.736364472891,38830.37358657172,0.4555335780664875,96.67177448092254,498872.0798389468,18.838656914918232,1600.0,0.23,34.8,95.01,3,13,13,55,Fulmar_021_18
25,2,25,case025_CGN2_Q48576_CL230.7_CGR2.23_K15_Poro0.140,355.03,20700000.0,0.14,15.0,N2,-1.8343446697840633,-1.8343446697840633,1.8343446697840633,257.7864767843384,115.35594859102387,115.35594859102387,2564.905448604816,43200.0,2.234704667882185,230.71189718204775,48575.827071408494,1.8343446697840633,15.0,0.14,20.7,81.88,0,3,3,21,Bunter Closure 50
26,2,26,case026_CGH2_Q42953_CL138.4_CGR2.34_K250_Poro0.150,309.15,8100000.0,0.15,250.0,H2,-1.622015799950811,-1.622015799950811,1.622015799950811,161.8437053203863,69.20285172860365,69.20285172860365,1545.9007398924593,43200.0,2.338685491677381,138.4057034572073,42953.08308376857,1.622015799950811,250.0,0.15,8.1,36.0,2,14,14,131,Orrin_012_26
27,2,27,case027_CGN2_Q280226_CL97.0_CGR1.63_K5_Poro0.190,365.84,27900000.0,0.19,5.0,N2,-10.582026554598169,-10.582026554598169,10.582026554598169,79.05994791792742,48.48327884498222,48.48327884498222,1048.725524817572,41186.311520108284,1.6306642166407384,96.96655768996445,280225.7942296768,10.582026554598169,5.0,0.19,27.9,92.69,0,18,18,0,Auk_029_15
28,2,28,case028_CGH2_Q45403_CL221.0_CGR1.78_K1.6e03_Poro0.230,380.03,50700000.0,0.23,1600.0,H2,-1.714515641095548,-1.714515641095548,1.714515641095548,196.5172504067897,110.51339320086774,110.51339320086774,2406.7851144241445,43200.0,1.7782211251952282,221.02678640173548,45402.59890355638,1.714515641095548,1600.0,0.23,50.7,106.88,3,7,7,58,Fulmar_021_25
29,2,29,case029_CGCH4_Q951115_CL150.8_CGR1.92_K15_Poro0.140,337.60999999999996,15700000.0,0.14,15.0,CH4,-35.91646701845588,-35.91646701845588,35.91646701845588,145.04663918576213,75.3883936055592,75.3883936055592,1652.8145112969462,43200.0,1.9239916417991731,150.7767872111184,951114.6512666238,35.91646701845588,15.0,0.14,15.7,64.46,0,9,9,26,Bunter Sandstone Formation Zone 5
30,3,30,case030_CGCO2_Q699298_CL353.3_CGR1.29_K0.5_Poro0.130,365.88,29900000.0,0.13,0.5,CO2,-26.407253582415432,-26.407253582415432,26.407253582415432,228.2944397483856,176.6395915483477,176.6395915483477,3761.0862707153397,43200.0,1.2924307497954077,353.2791830966954,699298.3404810441,26.407253582415432,0.5,0.13,29.9,92.73,0,8,8,117,Judy_029_19
31,3,31,case031_CGCO2_Q748398_CL175.2_CGR2.27_K5.03_Poro0.130,307.15,8100000.0,0.13,5.03,CO2,-28.261364713232282,-28.261364713232282,28.261364713232282,198.64028864229104,87.6241692567091,87.6241692567091,1951.123673776473,43200.0,2.2669577392550493,175.2483385134182,748397.6090892361,28.261364713232282,5.03,0.13,8.1,34.0,0,0,0,125,Lossiehead_012_25
32,3,32,case032_CGN2_Q27142_CL268.1_CGR3.41_K15_Poro0.140,337.60999999999996,15700000.0,0.14,15.0,N2,-1.0249538605415227,-1.0249538605415227,1.0249538605415227,456.65191665104163,134.03123487832005,134.03123487832005,3137.2766142174423,43200.0,3.407055952783036,268.0624697566401,27142.10819044085,1.0249538605415227,15.0,0.14,15.7,64.46,0,9,9,26,Bunter Sandstone Formation Zone 5
33,3,33,case033_CGCO2_Q411932_CL351.0_CGR2.83_K100_Poro0.290,308.51275,7300000.0,0.29,100.0,CO2,-15.555582583117678,-15.555582583117678,15.555582583117678,497.4718739429321,175.51208817756162,175.51208817756162,4007.7136374941647,43200.0,2.834402342929514,351.02417635512325,411932.01146951807,15.555582583117678,100.0,0.29,7.3,35.36275,1,15,15,3,Bunter Closure 1
34,3,34,case034_CGCO2_Q772129_CL277.3_CGR3.55_K307_Poro0.180,359.45,29100000.0,0.18,306.6,CO2,-29.15753707647091,-29.15753707647091,29.15753707647091,491.57072725767233,138.63581909155096,138.63581909155096,3264.2871090886915,43200.0,3.5457699927682738,277.2716381831019,772129.4161263398,29.15753707647091,306.6,0.18,29.1,86.3,2,6,6,59,Fulmar_021_28
35,3,35,case035_CGH2_Q40788_CL155.5_CGR1.26_K100_Poro0.140,285.4271,700000.0,0.14,100.0,H2,-1.540275602525093,-1.540275602525093,1.540275602525093,98.0994406976411,77.74427411274753,77.74427411274753,1652.9849229525917,43200.0,1.2618220675052387,155.48854822549507,40788.49659119743,1.540275602525093,100.0,0.14,0.7,12.2771,1,19,19,25,Bunter Sandstone Formation Zone 4
36,3,36,case036_CGN2_Q59466_CL245.7_CGR2.32_K15_Poro0.140,355.03,20700000.0,0.14,15.0,N2,-2.2455861209850645,-2.2455861209850645,2.2455861209850645,285.5798376440913,122.8641865588131,122.8641865588131,2742.863568820353,43200.0,2.324353789681331,245.7283731176262,59466.03431936615,2.2455861209850645,15.0,0.14,20.7,81.88,0,3,3,21,Bunter Closure 50
37,3,37,case037_CGN2_Q1482035_CL250.4_CGR0.37_K15_Poro0.140,337.60999999999996,15700000.0,0.14,15.0,N2,-55.96533304063471,-55.96533304063471,55.96533304063471,46.4874812342065,125.17960922492313,125.17960922492313,2550.0796657326687,43200.0,0.37136624344846486,250.35921844984625,1482034.638613299,55.96533304063471,15.0,0.14,15.7,64.46,0,9,9,26,Bunter Sandstone Formation Zone 5
38,3,38,case038_CGCH4_Q49611_CL177.7_CGR3.51_K100_Poro0.140,330.71,13700000.0,0.14,100.0,CH4,-1.873443473036428,-1.873443473036428,1.873443473036428,312.1542614038681,88.83332838628357,88.83332838628357,2088.8208291295396,43200.0,3.5139318437613185,177.66665677256714,49611.21411549627,1.873443473036428,100.0,0.14,13.7,57.56,1,2,2,22,Bunter Closure 7
39,3,39,case039_CGH2_Q334568_CL47.4_CGR1.09_K30_Poro0.170,362.21999999999997,39900000.0,0.17,30.0,H2,-12.634136596312088,-12.634136596312088,12.634136596312088,25.85226417074717,23.69633534303894,23.69633534303894,499.77897103152594,19627.683225965382,1.0909815292743803,47.39267068607788,334568.33091855905,12.634136596312088,30.0,0.17,39.9,89.07,1,17,17,97,Joanne_029_14
40,4,40,case040_CGN2_Q581358_CL120.9_CGR1.34_K100_Poro0.140,285.4271,700000.0,0.14,100.0,N2,-21.95354907977268,-21.95354907977268,21.95354907977268,80.75361743644521,60.47490384285426,60.47490384285426,1290.2516942935304,43200.0,1.3353244454308808,120.94980768570852,581358.4661972242,21.95354907977268,100.0,0.14,0.7,12.2771,1,19,19,25,Bunter Sandstone Formation Zone 4
41,4,41,case041_CGCH4_Q152049_CL156.5_CGR0.76_K250_Poro0.150,309.15,8100000.0,0.15,250.0,CH4,-5.741755743526783,-5.741755743526783,5.741755743526783,59.77789376586537,78.23839342497448,78.23839342497448,1624.5457622653548,43200.0,0.7640480734460439,156.47678684994895,152049.14249657153,5.741755743526783,250.0,0.15,8.1,36.0,2,14,14,131,Orrin_012_26
42,4,42,case042_CGCO2_Q95975_CL274.3_CGR1.70_K100_Poro0.230,281.95,200000.0,0.23,100.0,CO2,-3.624251865916603,-3.624251865916603,3.624251865916603,232.5273108227919,137.17027200970801,137.17027200970801,2975.9327510169524,43200.0,1.6951727762582196,274.34054401941603,95974.89217918842,3.624251865916603,100.0,0.23,0.2,8.8,1,11,11,143,Spilsby Sandstone Formation 1
43,4,43,case043_CGCO2_Q193058_CL282.0_CGR0.18_K307_Poro0.180,359.45,29100000.0,0.18,306.6,CO2,-7.290364243317919,-7.290364243317919,7.290364243317919,26.03254818205387,141.02212186804354,141.02212186804354,2846.4749855429245,43200.0,0.18459903905298564,282.0442437360871,193058.30502000445,7.290364243317919,306.6,0.18,29.1,86.3,2,6,6,59,Fulmar_021_28
44,4,44,case044_CGCO2_Q300064_CL259.5_CGR0.85_K5.03_Poro0.130,307.15,8100000.0,0.13,5.03,CO2,-11.331147954393703,-11.331147954393703,11.331147954393703,110.43411343129861,129.7282486986083,129.7282486986083,2704.9990874034643,43200.0,0.8512726760681487,259.4564973972166,300063.5009438915,11.331147954393703,5.03,0.13,8.1,34.0,0,0,0,125,Lossiehead_012_25
45,4,45,case045_CGCO2_Q218964_CL319.4_CGR0.71_K100_Poro0.140,285.4271,700000.0,0.14,100.0,CO2,-8.268632826398315,-8.268632826398315,8.268632826398315,113.08988743168344,159.69954571615224,159.69954571615224,3307.0808017547283,43200.0,0.7081415725044568,319.3990914323045,218964.12648522516,8.268632826398315,100.0,0.14,0.7,12.2771,1,19,19,25,Bunter Sandstone Formation Zone 4
46,4,46,case046_CGH2_Q228469_CL341.1_CGR3.62_K100_Poro0.290,308.51275,7300000.0,0.29,100.0,H2,-8.627545530265287,-8.627545530265287,8.627545530265287,617.3620035892889,170.5369617700272,170.5369617700272,4028.1012389898333,43200.0,3.620106733353295,341.0739235400544,228468.60060285433,8.627545530265287,100.0,0.29,7.3,35.36275,1,15,15,3,Bunter Closure 1
47,4,47,case047_CGCH4_Q22184_CL334.9_CGR1.43_K330_Poro0.140,333.58,17300000.0,0.14,330.0,CH4,-0.8377215610273172,-0.8377215610273172,0.8377215610273172,238.99228437459172,167.4288229143038,167.4288229143038,3587.5687426606673,43200.0,1.4274261755809914,334.8576458286076,22183.953949746894,0.8377215610273172,330.0,0.14,17.3,60.43,2,20,20,129,Nansen_210_25
48,4,48,case048_CGCH4_Q74598_CL74.9_CGR2.64_K250_Poro0.150,309.15,8100000.0,0.15,250.0,CH4,-2.817012098050876,-2.817012098050876,2.817012098050876,98.75096939448154,37.44329154225474,37.44329154225474,847.6168002395764,33288.22342759063,2.6373474480212593,74.88658308450948,74598.13566503477,2.817012098050876,250.0,0.15,8.1,36.0,2,14,14,131,Orrin_012_26
49,4,49,case049_CGN2_Q288448_CL166.0_CGR2.90_K100_Poro0.160,314.27,8900000.0,0.16,100.0,N2,-10.892510895936065,-10.892510895936065,10.892510895936065,240.39112759756355,83.01294207743294,83.01294207743294,1900.6499691462225,43200.0,2.8958271033609573,166.02588415486588,288447.8224676879,10.892510895936065,100.0,0.16,8.9,41.12,1,5,5,17,Bunter Closure 42
50,5,50,case050_CGCH4_Q730281_CL271.7_CGR3.53_K330_Poro0.140,333.58,17300000.0,0.14,330.0,CH4,-27.577244226511446,-27.577244226511446,27.577244226511446,479.1385364456582,135.85344756908424,135.85344756908424,3196.207487827343,43200.0,3.5268780072880115,271.7068951381685,730281.210897357,27.577244226511446,330.0,0.14,17.3,60.43,2,20,20,129,Nansen_210_25
51,5,51,case051_CGCH4_Q180040_CL71.5_CGR2.92_K5_Poro0.190,365.84,27900000.0,0.19,5.0,CH4,-6.798767968081544,-6.798767968081544,6.798767968081544,104.46588186365858,35.743889914861455,35.743889914861455,819.3436801608877,32177.86089359123,2.9226220792556816,71.48777982972291,180040.1977644897,6.798767968081544,5.0,0.19,27.9,92.69,0,18,18,0,Auk_029_15
52,5,52,case052_CGH2_Q1176021_CL303.5_CGR3.72_K100_Poro0.160,314.27,8900000.0,0.16,100.0,H2,-44.409474701816904,-44.409474701816904,44.409474701816904,564.7727269040496,151.73154265522314,151.73154265522314,3599.4035800085126,43200.0,3.722184043085705,303.4630853104463,1176020.5151093518,44.409474701816904,100.0,0.16,8.9,41.12,1,5,5,17,Bunter Closure 42
53,5,53,case053_CGCH4_Q344610_CL319.3_CGR1.65_K307_Poro0.180,359.45,29100000.0,0.18,306.6,CH4,-13.013318388369559,-13.013318388369559,13.013318388369559,263.20582524387845,159.64718292796945,159.64718292796945,3456.1494838032672,43200.0,1.6486719052388992,319.2943658559389,344609.5567923087,13.013318388369559,306.6,0.18,29.1,86.3,2,6,6,59,Fulmar_021_28
54,5,54,case054_CGCO2_Q79415_CL31.5_CGR2.55_K330_Poro0.140,333.58,17300000.0,0.14,330.0,CO2,-2.9988903466218697,-2.9988903466218697,2.9988903466218697,40.15432353606817,15.761868192782162,15.761868192782162,355.3916873917114,13957.200813929028,2.547561180244868,31.523736385564323,79414.50768942389,2.9988903466218697,330.0,0.14,17.3,60.43,2,20,20,129,Nansen_210_25
55,5,55,case055_CGH2_Q91247_CL225.4_CGR2.81_K100_Poro0.230,281.95,200000.0,0.23,100.0,H2,-3.4457102381663276,-3.4457102381663276,3.4457102381663276,316.6646655445005,112.71074380016051,112.71074380016051,2570.879541547711,43200.0,2.8095339882234858,225.42148760032103,91246.87820367633,3.4457102381663276,100.0,0.23,0.2,8.8,1,11,11,143,Spilsby Sandstone Formation 1
56,5,56,case056_CGCO2_Q178669_CL51.9_CGR0.31_K100_Poro0.160,314.27,8900000.0,0.16,100.0,CO2,-6.7469743197513115,-6.7469743197513115,6.7469743197513115,8.042363752521913,25.970532312330523,25.970532312330523,527.4530099991324,20714.51821087502,0.3096726572948791,51.941064624661045,178668.63475011746,6.7469743197513115,100.0,0.16,8.9,41.12,1,5,5,17,Bunter Closure 42
57,5,57,case057_CGN2_Q263586_CL46.1_CGR3.80_K1.6e03_Poro0.230,348.63,26500000.0,0.23,1600.0,N2,-9.953659935032581,-9.953659935032581,9.953659935032581,87.62519047773972,23.056156253210773,23.056156253210773,548.7483155419552,21550.842937647696,3.8005116514396082,46.112312506421546,263585.8307853712,9.953659935032581,1600.0,0.23,26.5,75.48,3,1,1,56,Fulmar_021_23
58,5,58,case058_CGH2_Q555276_CL178.9_CGR0.77_K307_Poro0.180,359.45,29100000.0,0.18,306.6,H2,-20.96860432927911,-20.96860432927911,20.96860432927911,69.11670501148092,89.46923637259329,89.46923637259329,1858.5014324633466,43200.0,0.7725192235199756,178.93847274518657,555275.8511560174,20.96860432927911,306.6,0.18,29.1,86.3,2,6,6,59,Fulmar_021_28
59,5,59,case059_CGN2_Q26436_CL166.4_CGR3.82_K100_Poro0.160,314.27,8900000.0,0.16,100.0,N2,-0.998287482349666,-0.998287482349666,0.998287482349666,317.67769780346663,83.20502127954452,83.20502127954452,1981.7781233943572,43200.0,3.8180111358443445,166.41004255908905,26435.947894065965,0.998287482349666,100.0,0.16,8.9,41.12,1,5,5,17,Bunter Closure 42
