case_id,chunk_id,pool_row_index,name,InitialTemperature,PressureGWC,ReferencePorosity,ReferencePermeability,CushionGasType,InjectionRateDev,InjectionRateOp,ProductionRate,InjectionDurationDev,InjectionDurationOp,ExtractionDurationOp,TEnd,MaxTimeStepSize,CGRatio,CycleLengthDays,FlowRateSm3Day,FlowRateMolM2S,PermeabilityMd,Porosity,PressureMPa,TemperatureC,reservoir_stratum,reservoir_cluster,representative_id,source_row_index,source_field_name
50,0,50,case050_CGCH4_Q730281_CL271.7_CGR3.53_K350_Poro0.160,329.44345,13300000.0,0.16,350.0,CH4,-27.577244226511446,-27.577244226511446,27.577244226511446,479.1385364456582,135.85344756908424,135.85344756908424,3196.207487827343,43200.0,3.5268780072880115,271.7068951381685,730281.210897357,27.577244226511446,350.0,0.16,13.3,56.29345,2,19,19,24,Bunter Sandstone Formation Zone 2
51,0,51,case051_CGCH4_Q180040_CL71.5_CGR2.92_K500_Poro0.230,367.69,30900000.0,0.23,500.0,CH4,-6.798767968081544,-6.798767968081544,6.798767968081544,104.46588186365858,35.743889914861455,35.743889914861455,819.3436801608877,32177.86089359123,2.9226220792556816,71.48777982972291,180040.1977644897,6.798767968081544,500.0,0.23,30.9,94.54,3,17,17,86,Fulmar_030_29
52,0,52,case052_CGH2_Q1176021_CL303.5_CGR3.72_K307_Poro0.180,373.62,41400000.0,0.18,306.6,H2,-44.409474701816904,-44.409474701816904,44.409474701816904,564.7727269040496,151.73154265522314,151.73154265522314,3599.4035800085126,43200.0,3.722184043085705,303.4630853104463,1176020.5151093518,44.409474701816904,306.6,0.18,41.4,100.47,1,6,6,61,Fulmar_021_30
53,0,53,case053_CGCH4_Q344610_CL319.3_CGR1.65_K307_Poro0.180,373.62,41400000.0,0.18,306.6,CH4,-13.013318388369559,-13.013318388369559,13.013318388369559,263.20582524387845,159.64718292796945,159.64718292796945,3456.1494838032672,43200.0,1.6486719052388992,319.2943658559389,344609.5567923087,13.013318388369559,306.6,0.18,41.4,100.47,1,6,6,61,Fulmar_021_30
54,0,54,case054_CGCO2_Q79415_CL31.5_CGR2.55_K350_Poro0.160,329.44345,13300000.0,0.16,350.0,CO2,-2.9988903466218697,-2.9988903466218697,2.9988903466218697,40.15432353606817,15.761868192782162,15.761868192782162,355.3916873917114,13957.200813929028,2.547561180244868,31.523736385564323,79414.50768942389,2.9988903466218697,350.0,0.16,13.3,56.29345,2,19,19,24,Bunter Sandstone Formation Zone 2
55,0,55,case055_CGH2_Q91247_CL225.4_CGR2.81_K100_Poro0.230,281.95,200000.0,0.23,100.0,H2,-3.4457102381663276,-3.4457102381663276,3.4457102381663276,316.6646655445005,112.71074380016051,112.71074380016051,2570.879541547711,43200.0,2.8095339882234858,225.42148760032103,91246.87820367633,3.4457102381663276,100.0,0.23,0.2,8.8,0,11,11,143,Spilsby Sandstone Formation 1
56,0,56,case056_CGCO2_Q178669_CL51.9_CGR0.31_K100_Poro0.190,308.37,7300000.0,0.19,100.0,CO2,-6.7469743197513115,-6.7469743197513115,6.7469743197513115,8.042363752521913,25.970532312330523,25.970532312330523,527.4530099991324,20714.51821087502,0.3096726572948791,51.941064624661045,178668.63475011746,6.7469743197513115,100.0,0.19,7.3,35.22,0,5,5,16,Bunter Closure 41
57,0,57,case057_CGN2_Q263586_CL46.1_CGR3.80_K100_Poro0.140,330.71,13700000.0,0.14,100.0,N2,-9.953659935032581,-9.953659935032581,9.953659935032581,87.62519047773972,23.056156253210773,23.056156253210773,548.7483155419552,21550.842937647696,3.8005116514396082,46.112312506421546,263585.8307853712,9.953659935032581,100.0,0.14,13.7,57.56,0,1,1,22,Bunter Closure 7
58,0,58,case058_CGH2_Q555276_CL178.9_CGR0.77_K307_Poro0.180,373.62,41400000.0,0.18,306.6,H2,-20.96860432927911,-20.96860432927911,20.96860432927911,69.11670501148092,89.46923637259329,89.46923637259329,1858.5014324633466,43200.0,0.7725192235199756,178.93847274518657,555275.8511560174,20.96860432927911,306.6,0.18,41.4,100.47,1,6,6,61,Fulmar_021_30
59,0,59,case059_CGN2_Q26436_CL166.4_CGR3.82_K100_Poro0.190,308.37,7300000.0,0.19,100.0,N2,-0.998287482349666,-0.998287482349666,0.998287482349666,317.67769780346663,83.20502127954452,83.20502127954452,1981.7781233943572,43200.0,3.8180111358443445,166.41004255908905,26435.947894065965,0.998287482349666,100.0,0.19,7.3,35.22,0,5,5,16,Bunter Closure 41
